,carat,cut,color,clarity,depth,table,x,y,z,price
3567,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
3884,0.9,Premium,I,VS1,61.2,61.0,6.2,6.15,3.78,3484
6137,1.13,Premium,J,SI2,62.4,59.0,6.68,6.62,4.15,3987
49682,0.73,Good,I,VS2,63.7,58.0,5.69,5.64,3.61,2144
13081,1.01,Ideal,F,SI1,62.7,55.0,6.45,6.4,4.03,5416
5832,1.1,Good,F,SI2,63.7,58.0,6.48,6.45,4.12,3918
34859,0.3,Ideal,G,VVS2,62.7,57.0,4.29,4.26,2.68,878
14749,1.5,Premium,H,SI2,60.2,59.0,7.43,7.35,4.45,5937
1393,0.32,Ideal,E,SI1,61.0,56.0,4.41,4.45,2.7,559
14185,1.08,Ideal,H,SI1,60.6,59.0,6.61,6.65,4.02,5756
34398,0.36,Ideal,E,VS1,62.0,54.2,4.55,4.58,2.83,863
19024,0.27,Ideal,F,VVS1,61.0,57.0,4.2,4.22,2.57,620
44790,0.5,Very Good,E,VS2,61.4,59.0,5.09,5.13,3.14,1624
35285,0.3,Premium,J,VS2,60.6,59.0,4.38,4.34,2.64,473
35517,0.43,Ideal,I,VVS1,62.2,57.0,4.81,4.84,3.0,905
7759,1.03,Ideal,J,VS2,61.6,57.0,6.52,6.47,4.0,4283
12821,1.21,Very Good,I,SI1,62.8,57.0,6.73,6.8,4.25,5346
42514,0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12,1323
6346,1.0,Premium,H,SI2,62.7,59.0,6.35,6.31,3.97,4032
1783,0.83,Ideal,E,SI2,61.9,53.0,6.08,6.04,3.75,3049
37603,0.24,Very Good,D,VVS2,61.3,58.0,3.99,4.03,2.46,485
23450,1.59,Ideal,H,VS2,60.7,61.0,7.56,7.5,4.57,11437
3067,0.81,Premium,F,SI1,61.6,58.0,5.96,5.92,3.66,3311
17825,1.5,Fair,H,SI2,65.5,53.0,7.14,7.11,4.67,7187
52957,0.24,Very Good,F,VVS1,61.8,59.0,3.93,4.0,2.45,552
890,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,2874
33952,0.23,Very Good,E,VVS2,62.7,59.0,3.93,3.95,2.47,465
31284,0.32,Ideal,G,SI2,61.8,55.0,4.4,4.43,2.73,450
30891,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
6199,1.01,Very Good,J,SI1,62.8,57.0,6.37,6.41,4.01,3998
31193,0.36,Premium,E,SI1,62.2,59.0,4.57,4.53,2.83,756
53586,0.8,Ideal,G,SI1,60.8,57.0,6.02,6.05,3.67,2699
50124,0.66,Very Good,G,VVS2,60.5,59.0,5.67,5.72,3.44,2211
36691,0.45,Fair,E,VS2,65.8,58.0,4.81,4.74,3.14,951
48207,0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
15772,1.3,Very Good,H,SI1,63.4,57.0,6.93,6.88,4.38,6307
10517,0.71,Ideal,E,VVS1,62.0,56.0,5.69,5.73,3.54,4802
46062,0.7,Very Good,J,SI1,63.0,56.0,5.61,5.66,3.55,1735
11998,1.01,Good,D,SI1,63.9,60.0,6.32,6.29,4.03,5147
7396,0.33,Very Good,H,VS1,62.9,59.0,4.35,4.4,2.75,579
22331,1.4,Very Good,G,VS2,62.2,61.0,7.09,7.13,4.42,10378
14266,1.34,Ideal,I,SI2,61.3,55.0,7.16,7.12,4.38,5778
45172,0.53,Very Good,G,VS1,59.6,58.0,5.24,5.31,3.15,1655
36322,0.32,Ideal,G,VVS2,61.4,55.0,4.43,4.4,2.71,936
24031,0.4,Ideal,J,VS1,62.1,53.0,4.75,4.78,2.96,633
28156,0.3,Ideal,H,VVS1,62.0,56.0,4.29,4.32,2.67,665
48865,0.71,Ideal,J,VS1,61.9,55.0,5.75,5.69,3.54,2034
46421,0.66,Very Good,E,SI2,61.3,57.2,5.59,5.66,3.45,1769
48414,0.65,Premium,F,VS2,59.6,58.0,5.65,5.62,3.36,1970
2807,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,3264
8869,1.04,Ideal,H,SI2,60.7,57.0,6.51,6.43,3.93,4484
51952,0.56,Very Good,E,VVS2,60.7,57.0,5.31,5.36,3.24,2442
18913,1.05,Ideal,E,VS1,62.6,57.0,6.5,6.44,4.05,7762
2812,0.7,Very Good,F,VS1,62.8,56.0,5.64,5.66,3.55,3265
25179,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13764
19561,1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66,8190
20521,1.11,Very Good,E,VS1,61.6,57.0,6.59,6.63,4.07,8852
42107,0.58,Ideal,G,SI2,61.5,55.0,5.38,5.42,3.32,1276
92,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.67,3.5,2757
43293,0.55,Very Good,D,SI2,59.7,64.0,5.26,5.32,3.16,1401
44816,0.5,Premium,G,VS1,62.5,58.0,5.07,5.11,3.18,1624
11246,1.05,Good,E,SI1,64.2,61.0,6.41,6.33,4.09,4967
29860,0.3,Ideal,D,VS2,61.5,55.0,4.3,4.35,2.66,710
32063,0.33,Ideal,D,SI1,61.3,56.0,4.46,4.44,2.73,780
19464,1.5,Premium,D,SI2,62.6,59.0,7.2,7.23,4.52,8108
47332,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530
31597,0.2,Ideal,D,VS2,61.5,57.0,3.81,3.77,2.33,367
17174,1.19,Ideal,D,SI1,62.0,57.0,6.77,6.82,4.21,6857
14560,1.0,Ideal,D,SI1,62.2,56.0,6.38,6.35,3.96,5880
14284,1.06,Premium,H,VS2,62.6,58.0,6.49,6.54,4.08,5783
42559,0.42,Ideal,D,VVS2,62.5,57.0,4.77,4.8,2.99,1326
49617,0.72,Ideal,G,SI2,62.1,59.0,5.71,5.76,3.56,2139
32738,0.31,Premium,F,VS2,59.7,58.0,4.48,4.43,2.66,802
8674,1.02,Ideal,I,SI1,61.3,56.0,6.52,6.47,3.98,4455
46906,0.56,Ideal,D,SI1,62.5,56.0,5.26,5.24,3.28,1814
1940,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3084
28886,0.3,Very Good,H,VVS1,63.0,54.0,4.27,4.3,2.7,684
7859,1.01,Very Good,H,SI1,62.5,58.0,6.35,6.38,3.98,4306
15702,0.31,Good,F,VS1,63.9,55.0,4.27,4.3,2.74,607
4920,1.21,Good,E,I1,63.3,63.0,6.67,6.72,4.24,3726
33060,0.3,Ideal,F,VVS1,61.9,56.0,4.3,4.33,2.67,814
34019,0.39,Ideal,I,VVS2,60.8,56.0,4.74,4.76,2.89,849
19663,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8275
9339,0.94,Premium,E,SI1,62.4,56.0,6.27,6.24,3.9,4580
7062,0.33,Very Good,G,VS2,62.0,58.0,4.42,4.45,2.75,579
48755,0.7,Fair,G,SI1,64.8,59.0,5.65,5.56,3.63,2016
49387,0.71,Fair,F,SI2,65.2,55.5,5.52,5.58,3.62,2103
49755,0.77,Very Good,I,SI2,60.8,56.0,5.89,5.92,3.59,2159
40480,0.55,Very Good,G,SI1,60.7,56.0,5.32,5.38,3.25,1141
47661,0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,530
14866,1.01,Very Good,F,VS2,59.9,61.0,6.46,6.5,3.88,5988
30388,0.33,Ideal,H,VVS1,61.6,55.0,4.45,4.48,2.75,730
13730,0.27,Ideal,E,VS1,61.6,55.0,4.18,4.16,2.57,603
1566,0.72,Ideal,I,VS1,60.4,56.0,5.8,5.86,3.52,3005
26236,1.71,Premium,G,VS2,59.3,60.0,7.86,7.81,4.65,15671
35962,0.28,Ideal,H,VS1,62.1,55.0,4.17,4.21,2.6,476
16049,0.3,Premium,H,VS2,62.5,58.0,4.28,4.26,2.67,608
27040,0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73,645
14640,1.38,Premium,J,SI1,59.0,59.0,7.38,7.32,4.34,5912
18497,1.04,Very Good,F,VS1,63.2,57.0,6.44,6.41,4.06,7534
22336,1.02,Ideal,E,VVS2,61.5,57.0,6.55,6.5,4.01,10384
24211,2.1,Premium,J,VS2,58.3,54.0,8.49,8.45,4.94,12401
17948,1.06,Ideal,G,VS2,62.3,56.0,6.49,6.54,4.06,7255
19947,1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,8492
7587,0.91,Premium,E,SI1,62.1,58.0,6.18,6.15,3.83,4256
1307,0.74,Very Good,H,VS1,61.4,56.0,5.81,5.84,3.57,2956
29159,0.33,Premium,H,VS1,62.4,60.0,4.42,4.39,2.75,693
28596,0.3,Very Good,G,VS2,63.1,57.0,4.28,4.24,2.69,675
13275,1.24,Very Good,H,SI2,63.2,55.0,6.88,6.83,4.33,5486
11742,1.1,Very Good,E,SI2,63.0,56.0,6.59,6.55,4.14,5073
14342,1.22,Ideal,I,SI1,60.2,58.0,6.96,6.9,4.17,5807
33128,0.31,Premium,G,VVS1,61.1,58.0,4.32,4.35,2.65,816
49535,0.59,Ideal,G,VVS2,62.6,57.0,5.33,5.37,3.35,2125
43455,0.5,Premium,E,SI1,63.0,59.0,5.01,4.99,3.15,1415
28421,0.3,Very Good,D,VS2,62.5,57.0,4.26,4.28,2.67,670
32704,0.31,Premium,F,VS2,61.5,56.0,4.41,4.34,2.69,802
18816,1.61,Very Good,J,VS2,61.7,59.0,7.46,7.51,4.62,7703
1193,0.73,Premium,F,VS2,59.9,58.0,5.84,5.87,3.51,2933
37503,0.43,Good,F,SI1,63.7,57.0,4.79,4.73,3.04,984
25275,2.28,Premium,H,SI1,59.3,58.0,8.6,8.56,5.09,13919
40046,0.38,Ideal,E,VS2,60.1,56.0,4.72,4.69,2.83,1112
51538,0.71,Ideal,G,SI1,62.2,56.0,5.75,5.69,3.56,2386
47158,0.55,Ideal,G,VS2,61.2,55.0,5.3,5.35,3.26,1833
16868,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,6730
22366,0.31,Very Good,H,VS2,63.5,57.0,4.34,4.32,2.75,628
1893,0.79,Very Good,E,SI1,60.4,59.0,5.97,5.99,3.61,3077
53172,0.82,Premium,H,SI2,60.4,58.0,6.11,6.07,3.68,2629
44325,0.33,Premium,H,VS2,62.4,58.0,4.39,4.42,2.75,521
40292,0.4,Ideal,H,VVS2,62.2,56.0,4.75,4.7,2.94,1125
9598,1.21,Ideal,G,SI2,62.9,57.0,6.78,6.73,4.25,4631
5820,1.04,Premium,E,SI2,61.6,58.0,6.52,6.45,3.99,3914
27028,1.75,Premium,F,VS2,61.4,58.0,7.76,7.72,4.75,17172
50903,0.72,Very Good,G,SI1,63.3,53.0,5.73,5.68,3.61,2318
21765,1.08,Ideal,G,IF,62.3,56.0,6.55,6.59,4.09,9831
45353,0.55,Premium,E,VS2,59.1,62.0,5.37,5.32,3.16,1664
11397,0.34,Ideal,E,SI1,60.7,56.0,4.51,4.55,2.75,596
3093,0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,3318
18071,1.23,Ideal,I,VVS2,62.0,55.0,6.86,6.89,4.26,7299
18680,1.55,Premium,J,SI1,62.5,58.0,7.4,7.36,4.61,7638
31637,0.3,Very Good,J,SI1,63.4,54.0,4.29,4.23,2.7,450
7941,0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67,4318
30073,0.32,Premium,E,SI1,62.2,57.0,4.43,4.38,2.74,720
423,0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68,2812
20951,1.2,Very Good,G,VVS2,60.7,60.0,6.8,6.84,4.14,9169
36353,0.5,Very Good,E,I1,58.6,63.0,5.23,5.15,3.04,938
33841,0.34,Ideal,H,IF,61.6,55.0,4.51,4.55,2.78,844
17965,1.25,Premium,E,SI1,60.9,59.0,6.98,7.02,4.26,7260
37776,0.41,Premium,H,VVS2,59.8,60.0,4.86,4.79,2.88,999
44779,0.59,Ideal,G,VS2,62.9,56.0,5.35,5.33,3.36,1622
15539,1.31,Ideal,H,SI2,62.3,56.0,7.0,6.97,4.35,6225
39215,0.32,Ideal,D,VVS2,60.6,56.0,4.47,4.5,2.72,1066
32828,0.35,Ideal,F,VVS2,61.3,55.0,4.57,4.6,2.81,806
21151,1.18,Premium,G,VVS2,61.6,58.0,6.8,6.77,4.18,9304
31507,0.34,Premium,G,VS2,62.0,59.0,4.47,4.43,2.76,765
38041,0.35,Fair,D,VVS2,53.2,62.0,4.87,4.8,2.57,1011
11808,1.01,Premium,F,SI1,62.9,58.0,6.43,6.35,4.02,5090
33034,0.32,Ideal,G,VVS1,61.2,55.0,4.41,4.44,2.71,814
34353,0.43,Very Good,G,VS2,62.9,56.0,4.77,4.8,3.01,863
40623,0.41,Ideal,E,VS1,61.7,57.0,4.8,4.76,2.95,1153
6359,0.91,Premium,F,SI1,61.7,59.0,6.21,6.17,3.82,4036
50081,0.52,Very Good,F,VVS1,61.7,56.0,5.17,5.22,3.2,2205
34918,0.34,Premium,F,VS2,61.2,59.0,4.52,4.47,2.75,880
28523,0.41,Ideal,J,VS1,62.2,54.5,4.75,4.76,2.96,674
44472,0.54,Ideal,D,SI1,62.6,55.0,5.19,5.23,3.26,1595
34006,0.42,Premium,G,VS2,59.8,58.0,4.86,4.9,2.92,847
29735,0.32,Ideal,G,VVS2,61.6,55.0,4.4,4.43,2.72,708
21009,1.64,Premium,H,SI2,61.9,58.0,7.58,7.54,4.68,9224
26498,1.52,Ideal,G,VVS1,62.4,55.0,7.39,7.3,4.58,16104
46620,0.3,Premium,H,VS1,61.4,59.0,4.3,4.33,2.65,526
51944,0.56,Ideal,E,VVS2,62.6,54.0,5.28,5.32,3.32,2441
908,0.79,Very Good,F,SI1,62.7,60.0,5.82,5.89,3.67,2878
27256,2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2,17673
13516,1.0,Very Good,E,VS2,62.4,62.0,6.33,6.39,3.97,5544
35036,0.4,Premium,F,SI1,61.5,60.0,4.77,4.7,2.91,882
47768,0.55,Ideal,D,VS2,62.8,57.0,5.27,5.24,3.3,1894
19005,1.26,Ideal,F,SI1,61.4,56.0,6.99,6.93,4.27,7824
30196,0.42,Good,F,SI1,63.6,57.0,4.7,4.76,3.01,722
17461,1.0,Very Good,E,VS1,61.2,57.0,6.43,6.47,3.95,7002
22904,1.24,Ideal,G,VS1,61.8,55.0,6.85,6.89,4.25,10946
34316,0.31,Very Good,F,VVS1,61.4,56.0,4.37,4.4,2.69,859
44090,0.57,Ideal,H,VS1,61.7,54.0,5.33,5.36,3.3,1554
50514,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5,2273
47751,0.54,Very Good,D,VS2,60.6,58.0,5.26,5.3,3.2,1892
10358,1.2,Ideal,H,VS2,62.8,57.0,6.71,6.67,4.2,4771
5218,0.91,Premium,D,SI2,62.3,57.0,6.22,6.14,3.85,3781
30114,0.32,Ideal,G,VS2,61.8,55.0,4.43,4.41,2.73,720
29490,0.32,Ideal,E,VS2,62.2,55.0,4.37,4.38,2.72,702
47280,0.3,Very Good,I,SI1,61.9,61.0,4.27,4.29,2.65,394
4302,0.84,Premium,E,VS2,62.4,60.0,5.98,6.04,3.75,3591
27826,0.39,Very Good,I,VS2,62.9,57.0,4.64,4.68,2.93,650
15167,1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,6096
41884,0.54,Ideal,I,VS2,61.5,55.0,5.25,5.29,3.24,1259
27981,0.3,Ideal,E,VS2,61.6,56.0,4.27,4.3,2.64,658
49441,0.57,Ideal,E,VS1,61.3,57.0,5.34,5.37,3.28,2110
14447,1.01,Very Good,D,SI1,62.5,61.0,6.34,6.4,3.98,5832
43871,0.46,Ideal,H,IF,62.2,55.0,4.94,4.99,3.09,1450
42780,0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,1349
19900,1.24,Ideal,G,VS1,61.1,57.0,6.98,6.91,4.24,8449
1211,0.81,Ideal,E,SI2,60.2,57.0,6.1,6.06,3.66,2938
46216,0.51,Very Good,G,VS1,62.4,60.0,5.05,5.08,3.16,1752
44796,0.5,Very Good,E,VS2,61.5,56.0,5.07,5.11,3.13,1624
48106,0.5,Premium,G,VVS2,60.9,61.0,5.13,5.11,3.12,1935
51382,0.71,Very Good,H,VS2,61.8,58.0,5.66,5.7,3.51,2368
42259,0.47,Good,E,VS2,58.4,60.3,5.08,5.17,3.0,1294
33714,0.33,Ideal,H,IF,61.1,56.0,4.47,4.5,2.74,838
17478,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,7018
45075,0.52,Ideal,E,VS2,61.3,55.0,5.19,5.22,3.19,1644
18196,1.57,Premium,I,VS2,60.8,59.0,7.5,7.47,4.55,7385
48363,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,1963
9033,0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,587
37266,0.34,Ideal,D,SI2,61.4,56.0,4.5,4.55,2.78,481
39079,0.31,Premium,D,VVS1,61.1,56.0,4.42,4.35,2.68,1060
19536,1.03,Ideal,F,VS1,62.1,55.0,6.47,6.5,4.03,8169
10444,1.0,Good,H,SI1,57.5,62.0,6.51,6.47,3.73,4788
22512,1.57,Ideal,E,SI2,61.4,56.0,7.52,7.44,4.59,10550
44493,0.52,Ideal,H,VS1,62.0,56.0,5.14,5.2,3.21,1598
850,0.83,Ideal,E,SI2,62.2,57.0,6.0,6.05,3.75,2870
40460,0.53,Good,E,SI2,57.9,58.0,5.34,5.39,3.11,1140
22113,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,10139
6961,0.9,Ideal,E,SI1,61.7,56.0,6.16,6.23,3.82,4147
32194,0.35,Ideal,E,SI1,60.9,55.0,4.57,4.53,2.77,788
53881,0.72,Ideal,G,VS1,62.6,53.0,5.76,5.78,3.61,2746
13217,1.18,Premium,G,SI1,62.1,59.0,6.75,6.71,4.18,5458
13926,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5666
40285,0.3,Ideal,G,VS2,62.2,54.0,4.29,4.33,2.68,495
21431,1.51,Good,E,SI1,65.5,56.0,7.12,7.16,4.68,9539
26166,1.21,Ideal,F,IF,62.8,56.0,6.75,6.84,4.27,15497
29918,0.33,Ideal,H,VVS1,61.8,55.0,4.42,4.44,2.74,713
44112,0.58,Ideal,G,VS2,61.2,55.0,5.4,5.45,3.32,1558
46718,0.51,Very Good,D,VS2,63.1,58.0,5.13,5.08,3.22,1793
28649,0.31,Very Good,I,VS2,62.3,57.0,4.32,4.35,2.7,435
52890,0.55,Very Good,D,VVS2,61.3,57.0,5.26,5.28,3.23,2585
45922,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,1721
49092,0.72,Good,J,VS1,63.7,54.0,5.71,5.68,3.63,2062
42465,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,1316
13914,1.01,Ideal,H,SI1,61.2,56.0,6.44,6.47,3.95,5664
2786,0.79,Ideal,E,SI1,61.9,55.0,5.97,5.89,3.67,3256
35265,0.3,Ideal,G,IF,61.7,55.0,4.31,4.34,2.67,895
2540,0.75,Premium,E,VS2,61.8,58.0,5.83,5.85,3.61,3206
14425,1.3,Premium,H,VS2,62.7,58.0,7.01,6.97,4.38,5824
23763,2.1,Good,I,SI2,62.9,64.0,8.15,8.1,5.11,11818
4195,0.93,Very Good,I,VS2,63.5,57.0,6.13,6.21,3.92,3563
16629,1.01,Very Good,F,VS2,60.6,55.0,6.5,6.56,3.96,6649
44664,0.36,Ideal,I,VS2,61.8,55.0,4.58,4.61,2.84,523
19976,1.51,Premium,J,VS1,62.1,58.0,7.4,7.36,4.58,8524
29830,0.31,Ideal,E,VVS2,60.4,61.0,4.37,4.44,2.66,710
12316,1.02,Very Good,F,SI1,62.2,56.0,6.39,6.43,3.99,5222
25704,0.35,Ideal,D,SI1,61.6,57.0,4.54,4.55,2.8,644
32137,0.31,Ideal,G,IF,62.8,56.0,4.34,4.39,2.74,786
2037,0.7,Very Good,E,VS1,63.4,56.0,5.6,5.63,3.56,3107
41334,0.36,Ideal,F,IF,62.2,55.0,4.62,4.57,2.86,1215
42289,0.32,Premium,H,VS2,61.9,58.0,4.37,4.39,2.71,505
33029,0.3,Ideal,D,VVS2,62.1,57.0,4.27,4.3,2.66,814
9244,1.01,Premium,H,VS2,61.9,62.0,6.45,6.37,3.97,4559
27735,1.6,Ideal,F,VS1,62.0,56.0,7.47,7.52,4.65,18780
6925,0.91,Premium,E,SI1,62.6,58.0,6.17,6.14,3.85,4138
23483,1.99,Premium,G,SI2,59.1,61.0,8.08,8.05,4.77,11486
53657,0.86,Ideal,I,VS2,63.0,53.0,6.1,6.06,3.83,2706
44520,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1601
17579,1.32,Ideal,I,VS2,60.8,57.0,7.02,7.07,4.28,7079
37475,0.42,Ideal,G,VS1,61.9,56.0,4.82,4.77,2.97,984
39277,0.34,Ideal,H,SI1,62.6,56.0,4.46,4.48,2.8,490
53544,0.72,Very Good,D,SI2,61.3,59.0,5.74,5.78,3.53,2692
7142,1.2,Premium,J,SI2,61.8,56.0,6.85,6.81,4.22,4177
17300,1.01,Premium,G,VS1,60.7,58.0,6.49,6.52,3.95,6932
35612,0.3,Good,I,VS1,63.3,59.0,4.2,4.23,2.67,473
23747,1.5,Premium,E,SI1,60.8,58.0,7.36,7.32,4.46,11795
21085,1.1,Very Good,G,VVS1,61.4,60.0,6.59,6.67,4.07,9257
21656,1.22,Ideal,F,VS1,61.5,56.0,6.89,6.84,4.22,9756
19075,1.27,Premium,H,VS2,61.1,58.0,6.96,6.88,4.23,7849
34215,0.39,Very Good,H,VVS2,62.1,58.0,4.63,4.65,2.88,855
36523,0.4,Good,H,VS2,59.4,64.0,4.82,4.75,2.84,945
169,0.71,Good,E,VS2,59.2,61.0,5.8,5.88,3.46,2772
19618,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,8235
3498,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
24153,2.21,Premium,J,SI2,60.6,62.0,8.45,8.37,5.1,12327
37601,0.23,Very Good,E,VVS2,58.8,62.0,4.04,4.06,2.38,485
22751,1.54,Good,H,VS1,63.1,57.0,7.34,7.4,4.65,10769
53286,0.3,Very Good,D,SI1,62.5,59.0,4.26,4.28,2.67,552
35361,0.38,Premium,H,VS2,61.8,58.0,4.66,4.63,2.87,898
45996,0.53,Very Good,D,SI1,60.0,59.8,5.25,5.26,3.15,1724
42225,0.39,Premium,F,VVS1,62.7,57.0,4.68,4.64,2.92,1290
3565,1.09,Very Good,E,SI2,63.1,58.0,6.51,6.46,4.09,3418
42950,0.3,Premium,J,VS1,61.9,56.0,4.32,4.28,2.66,506
30410,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
33067,0.32,Ideal,H,IF,61.6,55.0,4.41,4.42,2.72,814
15339,1.01,Very Good,F,VS2,62.0,59.0,6.38,6.42,3.97,6159
25029,0.3,Very Good,F,VS1,59.8,60.0,4.39,4.31,2.6,640
8536,1.05,Very Good,G,SI1,59.1,57.0,6.63,6.73,3.95,4429
53722,0.78,Very Good,G,SI1,63.3,56.0,5.83,5.86,3.7,2721
51387,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
49296,0.3,Ideal,H,VS1,62.2,54.0,4.29,4.33,2.68,539
32592,0.3,Ideal,F,VVS1,61.8,54.0,4.33,4.37,2.69,802
36296,0.32,Very Good,D,SI2,62.8,57.0,4.35,4.38,2.74,477
53460,0.92,Good,G,SI2,63.8,57.0,6.19,6.13,3.93,2677
19279,1.0,Very Good,G,IF,58.3,62.0,6.51,6.57,3.81,8002
49599,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,2137
15517,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
20345,1.15,Ideal,F,VVS2,62.1,55.0,6.69,6.74,4.17,8743
47495,0.5,Ideal,G,VVS1,61.8,54.0,5.13,5.16,3.18,1865
20018,0.32,Premium,G,SI2,61.0,59.0,4.36,4.42,2.68,421
49829,0.7,Premium,D,SI2,58.3,61.0,5.74,5.7,3.33,2167
49670,0.7,Ideal,H,SI2,59.9,57.0,5.77,5.74,3.45,2142
39847,0.55,Very Good,J,SI1,60.9,56.0,5.29,5.35,3.24,1100
11370,0.4,Very Good,G,SI2,61.9,61.0,4.69,4.74,2.92,596
40088,0.33,Premium,H,IF,61.8,60.0,4.44,4.4,2.73,1114
33331,0.41,Very Good,G,VS2,60.9,61.0,4.74,4.75,2.89,827
49524,0.54,Very Good,G,VVS1,60.7,56.0,5.25,5.3,3.2,2123
26429,1.52,Premium,G,VVS1,60.4,59.0,7.38,7.48,4.49,15959
9124,0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85,4536
20175,1.29,Very Good,H,VS1,60.8,58.0,7.01,7.04,4.27,8629
30357,0.32,Ideal,E,VVS2,61.2,57.0,4.38,4.41,2.69,729
40274,0.31,Ideal,G,SI1,61.6,57.0,4.32,4.35,2.67,493
49020,0.71,Ideal,J,VS2,62.0,56.0,5.7,5.75,3.55,2052
12174,1.18,Ideal,H,SI2,61.2,57.0,6.81,6.86,4.18,5182
31889,0.3,Ideal,G,VS1,61.8,55.0,4.33,4.31,2.67,776
39655,0.42,Premium,H,VS1,61.6,58.0,4.82,4.79,2.96,1087
2627,0.51,Ideal,E,VVS1,61.3,56.0,5.21,5.13,3.17,3226
4917,0.7,Very Good,G,IF,63.0,59.0,5.58,5.62,3.53,3725
22274,1.52,Premium,H,SI1,62.5,58.0,7.34,7.28,4.57,10330
36747,0.33,Ideal,F,VVS1,61.9,56.0,4.42,4.47,2.75,955
2091,0.71,Very Good,G,VVS2,61.2,58.0,5.68,5.72,3.49,3113
30893,0.38,Ideal,I,VVS1,60.6,58.0,4.69,4.71,2.85,744
33946,0.31,Ideal,H,SI1,62.4,55.0,4.31,4.35,2.7,464
36159,0.57,Very Good,G,I1,59.5,56.9,5.42,5.46,3.24,929
3174,0.9,Premium,I,VS2,61.2,62.0,6.19,6.13,3.77,3338
8439,0.9,Good,H,VS1,62.4,55.0,6.09,6.16,3.82,4409
37421,0.33,Ideal,E,VVS1,61.5,57.0,4.44,4.47,2.74,984
8583,1.15,Good,F,SI2,63.8,57.0,6.65,6.6,4.23,4437
51469,0.7,Ideal,E,SI2,61.0,56.0,5.78,5.72,3.51,2376
5719,0.25,Very Good,E,VVS2,63.0,57.0,4.0,4.06,2.54,575
13906,1.08,Ideal,G,VS2,62.1,57.0,6.57,6.54,4.07,5661
7810,0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293
34481,0.4,Very Good,F,VS2,63.6,56.0,4.66,4.68,2.97,867
29671,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,707
46688,0.58,Ideal,F,VS2,62.1,55.0,5.37,5.33,3.32,1790
25407,2.0,Premium,H,SI1,59.8,60.0,8.04,8.01,4.8,14126
14458,1.06,Ideal,F,SI1,61.9,57.0,6.57,6.54,4.06,5834
52383,0.57,Ideal,E,VVS2,61.0,57.0,5.37,5.36,3.27,2507
38002,0.43,Premium,G,VS1,62.2,59.0,4.84,4.81,3.0,1008
31188,0.32,Very Good,D,SI1,63.3,57.0,4.39,4.36,2.77,756
18221,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395
10484,1.01,Premium,F,SI2,62.2,57.0,6.43,6.36,3.98,4796
36444,0.31,Ideal,D,VS2,62.1,54.0,4.36,4.34,2.7,942
2346,1.03,Ideal,H,I1,61.5,57.0,6.48,6.52,4.0,3172
424,0.73,Premium,E,VS2,58.6,60.0,5.92,5.89,3.46,2812
