,AT,V,AP,RH,PE
7228,21.64,50.32,1008.41,86.32,442.52
3284,29.01,66.44,1011.21,71.56,430.61
374,24.02,64.63,1020.49,55.17,449.66
8657,32.51,69.98,1011.92,49.45,428.37
7076,25.12,66.56,1009.22,65.62,436.56
2250,31.39,69.59,1008.28,62.86,435.76
5218,13.73,50.59,1020.44,85.54,459.6
2633,27.5,65.34,1014.93,47.46,439.59
7666,31.09,59.57,1010.67,60.5,440.08
8240,24.34,62.96,1019.7,61.44,446.09
4507,8.25,37.49,1009.02,81.09,480.38
6628,20.35,67.45,1015.14,69.22,447.64
5416,26.33,60.06,1005.86,41.57,450.16
2812,17.12,68.28,1003.56,94.29,449.94
7192,19.54,44.57,1007.19,78.93,450.54
4949,28.05,70.36,1006.73,64.42,434.06
2360,19.68,44.34,1019.49,49.5,468.27
7451,21.19,58.86,1014.19,68.96,452.43
6078,6.18,41.38,1020.23,81.38,490.81
5527,25.75,60.95,1014.75,53.3,443.73
9483,24.52,59.15,1014.03,74.83,439.55
5997,17.48,40.89,1011.39,62.45,462.59
6121,24.1,71.97,1009.92,91.27,443.09
7043,13.03,39.35,1015.34,79.18,474.02
8348,20.3,58.46,1015.93,82.13,448.79
5343,13.33,38.47,1015.42,58.27,466.26
3289,25.34,69.48,1008.4,74.79,433.81
2882,24.45,66.49,1014.24,58.15,449.22
3824,11.99,49.83,1008.33,95.2,468.22
6446,14.04,40.2,1013.29,89.54,465.25
7569,8.09,43.02,1014.79,81.06,484.35
8778,12.49,41.62,1011.37,82.68,461.35
130,13.89,35.71,1016.4,65.49,468.54
3665,11.82,41.67,1012.94,84.51,476.73
6198,20.98,43.77,1010.67,62.73,449.88
6383,17.14,41.66,1010.97,57.66,463.38
4896,18.67,58.46,1016.73,87.7,447.16
1452,11.33,41.16,1019.05,87.13,468.87
4294,28.19,71.97,1008.85,84.67,438.8
6209,17.68,53.16,1013.09,82.79,456.86
7099,16.7,46.18,1011.4,95.51,458.05
1134,9.84,40.72,1022.21,77.79,477.52
5412,28.98,73.42,1011.25,72.9,432.2
27,7.84,41.39,1018.21,91.92,485.66
6236,11.29,35.76,1019.32,58.91,473.74
775,25.25,58.46,1015.54,70.76,444.05
4355,25.17,72.39,1001.69,90.51,432.45
9219,5.81,45.87,1009.63,94.38,479.66
4576,28.5,71.32,1002.54,69.35,435.7
6441,13.04,41.04,1026.27,69.75,464.91
4826,13.02,45.51,1015.24,80.05,468.46
964,28.44,69.84,1003.25,68.24,426.69
7785,10.42,44.85,1014.18,88.36,479.03
1029,14.28,42.77,1020.06,81.77,466.75
8067,18.93,48.6,1005.72,84.92,449.74
7970,9.96,41.55,1002.59,65.86,475.91
1896,14.08,40.1,1015.48,82.81,469.33
4353,17.12,49.5,1014.79,87.03,463.39
4819,28.94,68.67,1005.39,75.24,434.65
5379,23.36,59.15,1013.71,86.64,442.53
1060,5.25,42.85,1013.75,89.67,477.78
4059,32.55,70.94,1006.75,43.15,432.07
1595,23.72,66.48,1003.61,73.75,436.62
2416,12.12,41.17,1017.68,78.72,470.67
3344,16.58,37.64,1015.23,81.59,460.48
3780,10.84,40.62,1015.53,60.9,467.6
7016,23.7,64.45,1012.87,38.24,451.16
4570,12.6,41.5,1013.07,86.22,472.45
3261,25.88,63.47,1011.95,65.87,443.94
3568,30.95,73.06,1008.86,74.86,431.77
1133,10.12,38.38,1018.22,85.93,477.73
8872,25.01,59.54,1007.91,80.93,441.3
6055,30.49,64.44,1013.43,51.73,438.09
1530,12.48,39.85,1012.93,60.23,477.17
7178,4.24,39.9,1009.28,96.74,491.25
1071,21.8,51.3,1012.07,89.51,450.25
4957,10.59,41.54,1019.94,73.88,477.05
2449,20.03,47.45,1009.04,77.56,450.6
4464,24.16,66.05,1016.45,73.27,443.75
7555,13.76,45.08,1023.77,80.48,469.74
1599,29.7,67.17,1007.31,66.56,438.04
5345,13.66,45.0,1021.97,79.04,473.12
6206,22.19,60.37,1008.45,92.43,440.75
9135,13.45,42.44,1012.79,83.12,473.96
2149,14.54,41.16,1000.0,81.34,463.9
4542,25.02,47.45,1008.07,60.42,446.62
9044,22.12,69.71,1009.7,90.22,434.42
9287,20.58,54.5,1015.04,89.83,467.76
7324,30.46,66.75,1017.81,54.48,432.45
5828,29.12,73.06,1009.98,80.21,434.9
4595,8.14,41.26,1020.61,91.28,477.57
7280,22.61,60.27,1018.81,83.27,440.98
7796,25.56,74.67,1016.62,76.1,435.81
204,14.17,41.67,1013.4,72.77,471.42
5004,30.69,69.89,1013.9,42.85,431.01
9447,5.49,38.5,1012.18,79.33,490.84
1611,12.1,44.77,1019.1,75.85,463.11
6470,8.3,36.3,1015.97,60.62,480.58
3717,13.21,43.71,1024.5,86.59,466.39
7242,13.12,48.04,1011.93,100.07,463.46
4620,15.82,44.88,1018.59,78.88,461.9
6213,11.52,39.18,1023.43,83.29,474.35
4647,11.26,39.35,1015.47,99.28,471.83
955,22.99,56.57,1013.93,78.77,445.44
8900,23.05,48.98,1015.64,49.33,446.05
8875,30.47,72.86,1004.02,66.35,432.51
3000,21.74,70.32,1011.88,85.95,439.19
6532,20.4,54.9,1016.68,64.26,452.56
5991,21.46,51.61,1010.91,76.41,457.28
6306,26.98,43.77,1010.95,40.8,446.05
6517,14.23,46.18,1017.39,87.29,463.86
2861,19.69,57.32,1012.41,75.51,449.59
3714,16.6,53.16,1014.5,76.75,457.26
8304,15.87,45.0,1021.92,40.0,470.85
6461,19.29,67.71,1007.94,63.71,449.28
3285,14.86,37.85,1010.58,86.8,467.71
1657,16.64,43.14,1019.03,82.88,459.0
6063,26.62,65.12,1016.0,43.24,441.22
1400,11.67,42.74,1025.92,79.57,474.75
4153,24.35,60.27,1017.6,75.45,441.74
4934,8.16,39.72,1020.54,82.11,480.21
953,31.08,59.57,1010.76,60.49,442.88
3358,14.01,42.74,1029.16,68.31,466.15
3785,22.21,45.01,1012.22,54.84,450.6
5861,26.49,67.69,1004.61,78.13,430.62
2547,13.68,45.08,1024.91,85.26,467.02
8344,8.56,40.71,1021.27,95.87,471.58
5026,13.61,41.16,1020.49,75.09,462.67
2057,9.0,41.54,1018.83,79.61,484.08
2668,24.19,58.95,1017.78,58.78,441.91
2994,22.93,58.2,1017.75,54.09,444.95
9031,23.26,58.2,1016.72,57.98,446.87
5883,5.11,42.07,1004.28,81.8,486.41
357,20.01,43.77,1012.13,65.53,455.66
1648,11.2,41.38,1021.65,61.89,476.87
1476,12.35,41.38,1021.99,55.38,474.94
978,32.89,73.68,1014.45,52.34,426.46
49,25.28,67.69,1009.05,68.54,445.34
1441,27.37,76.09,1007.52,89.12,433.34
7026,8.11,42.18,1014.82,93.09,473.62
104,9.38,41.44,1015.09,86.8,481.96
2030,16.85,39.64,1008.82,80.81,464.2
8557,10.17,41.46,1019.34,83.04,480.13
5481,26.19,65.61,1014.51,54.52,443.73
6255,16.64,39.64,1008.7,81.79,463.49
499,20.42,60.77,1017.65,87.07,447.85
5634,13.98,44.58,1016.48,77.59,473.01
3108,30.29,74.16,1008.77,75.23,431.39
3435,18.93,67.71,1005.04,82.4,444.55
7687,17.46,53.29,1018.07,91.01,458.06
3859,16.7,46.18,1011.2,96.84,456.2
5061,27.22,66.49,1013.45,42.41,437.24
2513,29.7,57.35,1005.63,57.35,433.27
7317,13.91,44.58,1021.36,78.98,472.67
5530,28.73,68.24,1008.31,56.85,430.63
3241,27.22,66.48,1004.59,52.66,436.06
435,25.16,77.3,1000.73,86.4,439.37
6819,22.06,59.21,1012.84,87.06,442.31
4013,22.64,62.44,1011.82,75.07,448.13
8477,20.58,50.9,1011.89,72.56,452.6
9088,30.57,58.9,1004.54,54.37,438.49
707,18.55,52.84,1004.45,86.82,450.23
7770,30.69,74.16,1012.71,60.89,435.17
7371,15.24,45.87,1009.46,85.95,456.33
4055,13.3,50.59,1019.38,92.96,469.13
1139,23.72,58.62,1016.65,69.1,447.49
1527,21.75,49.82,1015.01,78.33,455.28
8080,16.69,53.82,1015.39,63.62,458.96
1053,32.45,66.44,1011.21,50.18,429.99
8910,20.41,50.32,1008.45,93.12,447.06
7125,8.57,40.23,1017.53,90.46,484.17
2312,11.6,40.27,1008.55,72.12,473.89
3031,21.62,58.59,1012.93,67.05,445.92
2703,23.15,58.79,1011.11,82.49,447.71
4029,16.18,44.9,1021.3,74.46,463.1
301,7.99,41.38,1021.95,78.77,487.57
2665,8.47,42.02,1005.37,92.73,477.67
3600,8.52,38.5,1013.16,64.06,482.96
261,8.26,44.71,1020.85,68.82,485.19
4532,11.44,44.2,1018.14,84.9,476.12
3998,26.8,72.58,1008.94,78.24,428.62
2455,30.34,75.08,1005.32,52.97,437.26
1184,11.02,41.26,1020.69,92.13,471.93
3271,11.43,41.16,1022.81,92.04,466.86
9208,18.92,44.06,1017.47,68.75,453.72
8334,13.65,44.6,1017.99,87.04,466.06
9056,15.3,43.34,1013.23,82.73,463.7
3558,6.9,44.71,1019.7,71.21,486.3
3291,21.65,56.89,1013.13,66.07,445.93
4534,22.45,57.76,1017.55,58.6,450.61
89,27.41,69.98,1008.51,65.49,431.64
6404,26.35,49.5,1012.67,41.34,458.41
3957,14.77,58.2,1018.78,83.83,460.54
9453,8.07,43.69,1017.05,87.34,485.18
8285,24.86,72.39,1001.15,90.24,440.85
7694,19.76,48.92,1010.48,46.57,456.69
4812,25.56,58.82,1010.44,70.23,441.0
7573,12.4,40.35,1011.46,79.49,476.44
6671,24.89,64.27,1013.52,64.65,444.21
2732,10.46,41.26,1020.65,92.24,473.76
7131,11.83,43.14,1010.06,88.14,471.98
7542,7.98,40.77,1008.69,98.65,480.72
5193,23.64,63.31,1014.5,61.83,440.7
2092,17.74,49.69,1006.09,80.7,457.05
3931,10.74,52.75,1021.75,75.41,467.48
4354,10.62,39.64,1010.65,62.15,477.07
8631,22.89,74.78,1009.79,81.57,443.7
6076,23.78,58.86,1015.7,62.95,443.79
7704,11.95,40.69,1015.62,85.34,475.4
7489,30.68,69.68,1012.86,56.56,438.68
9289,21.36,52.3,1007.95,79.38,448.13
7062,25.56,75.6,1017.37,69.31,442.2
7889,25.77,63.31,1012.76,65.98,439.98
8488,13.2,45.01,1013.96,78.78,466.71
8592,13.42,42.86,1013.88,85.13,473.27
7487,12.24,41.2,1012.48,89.85,473.22
1504,22.07,60.08,1017.68,71.23,452.56
8907,25.13,57.69,1007.43,78.43,437.8
3342,13.45,45.87,1008.73,87.06,464.88
4325,18.66,56.53,1020.13,80.04,459.45
9387,12.74,49.83,1007.44,91.47,466.09
3433,7.61,44.71,1019.41,70.48,485.36
3973,28.37,72.86,1004.81,53.52,441.37
6633,24.63,59.57,1010.45,85.36,440.67
6979,33.74,69.98,1012.51,43.3,425.35
5273,30.7,67.69,1005.92,51.58,429.58
4189,23.61,59.39,1015.11,78.84,438.08
3616,24.48,69.45,1013.86,62.39,435.74
1956,30.22,68.3,1014.91,34.9,434.3
1191,6.08,35.79,1011.08,90.59,483.08
1861,16.81,45.87,1008.7,98.0,455.96
5068,27.35,69.48,1008.51,65.81,432.31
2590,11.57,41.54,1020.13,69.14,476.89
6487,16.85,42.24,1017.43,66.01,472.63
6423,27.55,73.68,1013.62,81.13,431.86
1747,24.11,66.51,1015.35,56.01,437.21
923,9.26,39.61,1021.18,84.58,480.38
5304,16.83,46.48,1007.21,87.23,455.64
2526,19.44,59.21,1018.5,88.35,448.04
3803,13.75,40.89,1011.21,82.8,471.42
2343,25.32,54.5,1015.5,68.17,451.52
7264,27.54,51.43,1012.3,54.82,439.8
6269,26.52,77.17,1008.71,92.32,432.48
7046,24.81,63.73,1009.34,83.61,440.43
7857,19.77,54.42,1011.73,89.26,458.21
7047,23.13,61.47,1008.96,85.5,438.8
5680,13.39,49.83,1007.14,90.88,466.04
2775,12.07,39.99,1009.7,93.27,473.06
4412,22.48,50.32,1008.47,83.58,444.5
9220,10.15,39.22,1020.09,68.75,474.87
114,9.43,37.14,1013.03,74.99,473.57
3442,30.74,79.05,1005.78,73.19,430.69
7485,27.71,62.39,1006.43,68.21,435.84
4178,12.24,34.03,1018.44,69.27,474.18
9503,31.12,67.69,1005.3,50.46,425.21
8458,26.76,49.02,1007.96,70.05,439.4
1517,14.02,41.78,1011.26,48.62,465.87
6146,19.94,58.96,1014.16,66.27,455.55
7443,8.95,38.56,1017.85,64.34,475.43
5903,20.65,50.59,1016.22,68.57,455.24
9069,29.3,69.48,1010.1,53.69,429.42
8923,18.19,41.85,1014.93,61.37,466.86
6196,20.46,54.2,1011.4,84.0,448.1
3544,22.78,58.96,1013.65,57.06,452.03
8582,7.36,41.01,1025.49,96.48,477.37
5786,21.54,58.49,1010.85,78.9,449.12
2783,31.73,74.67,1016.38,44.51,425.34
628,19.21,60.07,1014.94,70.02,452.84
6715,31.86,73.88,1005.6,57.68,435.91
3106,14.04,44.21,1021.93,86.12,468.64
7510,3.21,38.44,1016.9,86.34,491.35
6407,24.43,59.87,1019.08,60.57,441.61
1957,20.06,62.1,1020.21,72.21,451.81
9543,13.51,39.31,1012.18,75.19,466.46
2319,24.05,64.69,1006.63,69.2,438.36
9036,14.04,42.44,1012.74,81.89,471.81
5673,15.29,41.1,1005.75,85.53,467.99
9179,13.51,44.9,1019.29,77.24,464.86
543,29.13,66.56,1006.63,52.85,439.31
6007,6.42,35.57,1025.58,79.63,485.86
3725,31.25,68.94,1005.99,49.61,434.51
4815,11.05,40.75,1016.55,87.08,478.07
1100,18.07,44.92,1024.72,69.15,457.53
6515,23.94,62.08,1022.47,61.97,447.5
8415,10.25,37.14,1013.14,70.73,474.37
4791,14.8,44.92,1024.06,91.67,464.01
3221,25.18,69.23,1013.26,57.45,438.72
4251,7.94,40.6,1015.3,92.14,486.33
5071,12.04,40.1,1014.42,89.65,474.28
7891,30.05,73.68,1014.95,70.6,434.92
6899,29.23,75.6,1017.72,52.26,438.92
5623,27.77,63.9,1013.62,51.43,441.3
7679,30.37,67.45,1015.35,45.6,431.38
7560,14.66,43.13,1014.97,46.31,467.87
4110,12.51,41.92,1031.21,64.66,468.41
4094,26.04,68.08,1010.82,75.58,430.32
5645,10.25,41.46,1020.65,87.07,481.94
8932,32.02,67.83,1007.77,53.31,426.55
4656,19.62,68.63,1012.26,68.05,453.84
6242,25.03,60.27,1017.9,72.04,438.24
4877,27.7,72.24,1011.02,67.6,434.56
8456,20.14,46.33,1013.24,83.39,453.35
1471,16.44,44.0,1024.48,76.51,460.33
6769,13.67,40.71,1016.19,66.15,467.62
7407,10.22,38.18,1018.01,70.7,474.07
1859,10.54,41.93,1016.64,93.52,479.65
7863,24.28,71.98,1006.34,90.45,432.47
803,11.54,45.0,1022.77,80.79,482.34
2970,25.85,70.36,1005.59,78.23,433.06
36,22.56,70.79,1005.85,93.09,435.14
6111,25.94,77.24,1007.97,84.82,432.88
8268,26.01,58.41,1013.56,70.84,443.74
6731,28.23,64.05,1011.98,75.23,442.3
6097,26.7,70.32,1011.04,86.41,438.46
6902,15.97,52.72,1024.72,65.97,462.64
3397,26.45,64.27,1013.23,60.92,444.9
5960,28.78,60.07,1014.54,49.03,439.74
0,8.34,40.77,1010.84,90.01,480.48
841,26.35,59.87,1013.24,73.63,447.26
7926,11.7,43.41,1016.08,62.27,467.51
694,26.26,65.06,1013.58,52.72,440.92
7728,19.46,66.86,1012.74,66.2,454.89
2013,22.05,61.27,1019.6,58.83,447.95
4538,29.88,68.08,1011.14,55.78,429.33
243,26.95,70.8,1009.73,82.95,436.8
3689,14.81,42.77,1017.83,75.09,463.06
833,10.74,43.67,1011.75,80.1,477.32
2196,32.89,66.44,1009.94,60.55,431.54
8618,8.76,41.48,1018.49,74.98,474.3
9552,14.18,40.69,1014.73,74.88,471.52
3410,28.71,70.32,1011.78,76.53,435.95
1586,7.24,41.17,1020.35,80.56,486.76
5417,12.31,40.64,1020.71,94.6,475.65
4782,10.84,39.18,1023.64,87.1,474.49
5453,12.61,43.22,1013.41,78.94,466.85
8607,12.87,48.04,1012.47,100.13,465.56
385,34.33,74.34,1001.74,42.75,435.76
8625,22.24,69.23,1011.83,79.37,441.9
906,27.74,74.78,1010.05,60.82,436.87
8963,30.01,65.18,1012.87,43.95,436.91
6370,25.04,70.47,1006.82,84.75,433.1
8951,31.92,69.13,1000.77,58.91,425.19
9112,19.08,59.15,1013.1,81.82,451.33
586,28.84,73.03,1013.99,76.05,435.75
3599,10.72,41.17,1019.68,60.71,479.21
7119,10.9,39.64,1010.58,64.88,477.04
4243,24.25,74.93,1013.07,69.31,445.44
1042,15.35,35.4,1016.3,57.12,468.94
4031,27.03,65.12,1015.94,45.1,441.62
2214,22.89,62.39,1007.84,88.16,448.13
5715,5.51,35.57,1026.3,78.97,489.36
6311,14.48,39.0,1016.75,75.97,464.56
6317,25.61,58.86,1013.9,54.9,444.77
887,18.2,45.01,1013.82,68.14,452.21
6982,17.47,63.31,1015.28,88.22,450.68
1294,12.03,40.75,1015.93,85.07,474.97
3736,25.68,67.79,1010.66,69.51,449.04
1807,7.5,38.06,1021.96,83.45,485.98
5515,14.19,43.71,1024.38,83.03,467.8
9145,24.19,50.23,1015.73,59.77,458.31
1932,16.23,43.69,1016.4,68.9,466.22
5959,12.57,41.79,1014.99,87.8,461.88
1965,14.26,44.2,1019.81,76.46,462.87
48,8.19,41.66,1016.57,75.38,485.2
2941,9.98,39.66,1017.32,77.78,481.64
9079,13.96,39.54,1011.05,85.72,468.82
5711,23.33,58.95,1017.93,66.37,442.71
9560,13.6,39.82,1013.34,86.1,470.69
7835,25.6,66.48,1006.16,69.34,435.12
5241,30.08,68.14,1003.99,77.38,425.27
2404,22.56,66.48,1003.82,77.46,437.73
6942,23.56,49.16,1003.31,66.98,445.36
6,22.1,71.29,1008.2,75.38,442.35
2714,10.67,42.02,996.55,99.94,472.65
4851,9.0,40.78,1025.39,99.22,468.5
9274,13.32,44.9,1007.72,78.64,466.3
6119,6.8,37.8,1021.09,70.02,485.96
1715,12.59,39.72,1017.76,61.14,470.18
3557,24.62,72.43,1007.97,84.36,436.89
5005,21.91,58.62,1015.95,72.87,450.23
7175,21.83,62.91,1011.07,91.34,443.76
6961,30.29,59.22,1013.05,60.46,441.57
6185,25.99,68.08,1013.13,59.14,442.14
1511,29.45,68.27,1007.96,61.63,432.96
136,16.23,43.72,1009.96,83.01,457.9
8412,20.07,51.3,1011.9,94.62,450.46
4892,11.64,41.39,1017.36,83.4,479.53
5498,20.76,69.05,1001.89,77.86,442.82
4893,27.24,71.25,1000.5,86.28,430.94
6817,29.78,69.71,1008.96,67.46,434.33
9546,12.88,44.34,1016.03,88.51,474.94
2103,11.77,40.0,1021.08,85.08,475.49
1938,15.38,43.99,1022.42,83.41,462.48
4632,28.46,60.23,1010.2,63.38,439.88
7608,28.11,66.17,1010.51,65.16,444.2
285,5.54,45.87,1008.69,95.91,478.02
8098,22.02,46.93,1014.32,55.92,451.92
817,27.23,63.9,1014.3,47.19,443.61
5313,13.74,41.16,1010.74,87.69,473.19
6137,12.8,44.34,1016.52,86.73,473.42
1034,13.96,40.92,1022.65,73.08,460.95
8174,14.03,49.15,1020.5,83.65,467.16
2619,21.23,50.59,1017.42,69.26,453.95
7084,23.38,48.6,1004.45,69.19,440.9
8455,24.49,65.61,1014.71,63.47,447.26
9234,16.37,44.0,1024.61,78.26,460.14
6480,12.99,42.34,1018.04,96.25,465.98
2450,22.63,70.47,1008.0,82.27,441.92
5524,6.52,39.85,1012.55,86.36,483.01
6199,24.1,68.08,1012.73,65.24,440.33
9420,17.41,40.55,1003.91,76.87,461.47
3206,4.93,38.44,1015.65,71.47,485.01
5401,19.36,44.6,1016.25,45.65,464.56
8709,26.3,71.94,1006.64,85.12,428.83
8574,25.53,62.96,1019.81,59.7,444.38
1786,26.85,71.73,1010.06,65.24,429.97
1820,9.45,41.92,1029.32,91.09,467.79
6160,18.61,44.06,1016.91,75.01,452.68
7103,12.95,41.23,993.74,96.35,469.05
8544,16.12,45.87,1008.15,86.12,457.41
6887,25.17,68.08,1012.83,60.87,437.01
5973,23.81,60.08,1017.29,62.66,450.33
9212,29.01,65.71,1013.61,48.07,446.22
5965,22.39,48.14,1014.56,64.31,448.58
8964,27.36,58.33,1013.86,56.7,439.14
8214,13.23,52.72,1026.4,75.78,465.26
5770,6.19,41.31,1002.48,88.8,485.08
5716,16.0,39.16,1016.37,77.63,468.49
5094,19.41,49.39,1020.84,81.89,449.24
1748,20.68,42.04,1010.2,63.43,464.14
1805,21.71,65.27,1013.24,63.58,444.91
4926,28.13,56.9,1007.17,51.66,436.95
1909,14.4,40.2,1013.04,90.5,464.5
344,8.77,40.46,1019.68,77.84,475.0
6109,5.1,35.57,1027.17,80.49,489.96
6475,11.04,41.74,1022.6,77.51,477.2
2170,22.1,68.12,1012.71,79.77,440.08
3687,20.59,42.04,1009.78,62.77,463.08
1630,25.16,47.01,1014.99,64.0,452.64
8563,14.09,43.99,1021.02,94.39,468.09
388,13.56,42.34,1017.95,93.83,462.6
7003,17.88,45.87,1008.39,93.63,455.83
8218,28.55,65.27,1013.34,48.95,437.62
458,13.45,41.16,1022.04,82.96,460.57
1855,24.16,60.29,1018.09,63.49,446.17
2552,18.22,44.34,1019.35,56.78,469.27
6403,28.13,68.12,1012.6,44.71,435.85
9051,30.04,67.25,1017.65,52.84,435.17
16,18.14,43.56,1012.83,47.1,461.71
6437,32.07,70.94,1006.91,49.9,432.33
2854,20.98,60.07,1016.26,67.18,446.26
1289,13.83,39.64,1012.52,69.97,472.95
1966,26.44,54.2,1012.65,48.02,444.78
886,28.68,70.32,1008.51,45.73,430.48
7549,14.73,36.99,1007.32,90.84,468.23
389,10.32,42.02,998.27,99.12,472.16
6871,30.78,73.67,1005.97,58.7,427.15
2485,29.85,68.24,1007.01,30.99,433.43
6192,17.32,44.34,1019.52,56.24,468.8
1868,25.86,61.08,1013.51,67.5,449.67
425,5.15,45.87,1008.02,98.36,479.61
2720,29.74,70.32,1008.1,52.72,432.69
2365,24.51,51.86,1014.64,67.57,446.74
2190,13.08,41.74,1020.75,64.44,474.81
4734,24.85,70.47,1006.64,85.37,434.47
5442,8.7,36.24,1013.34,89.5,478.69
2233,28.37,71.64,1007.39,71.06,434.91
3513,23.86,73.5,1011.34,87.32,438.62
4972,21.16,50.66,1014.13,72.77,455.86
4676,28.57,75.33,1003.16,76.14,431.58
3585,24.34,66.05,1019.26,74.58,440.67
4904,28.56,69.51,1012.45,46.59,434.35
4831,31.61,69.04,1008.11,47.96,439.19
5691,25.27,63.91,1009.82,75.48,440.39
5918,23.51,57.32,1012.55,53.6,444.58
333,22.69,65.12,1016.35,72.02,446.91
4962,23.75,68.51,1013.21,76.01,441.61
1403,11.48,37.92,1008.47,70.55,472.9
7514,21.98,48.41,1008.42,84.86,444.6
462,33.6,74.33,1012.31,35.66,428.62
8601,14.51,53.82,1016.46,62.75,463.17
7365,23.39,69.13,1010.99,90.66,434.5
5586,12.47,45.01,1017.8,95.25,467.18
7585,24.49,59.87,1018.4,59.95,444.54
3310,12.24,49.83,1007.9,94.28,466.83
6439,15.55,43.02,1011.97,44.66,466.2
9120,11.44,40.55,1023.37,88.43,477.68
7397,21.04,45.09,1014.19,40.62,450.92
2781,12.93,41.39,1018.5,80.28,472.57
3248,26.48,69.14,1009.31,84.11,435.76
620,26.03,64.44,1012.75,62.24,445.89
3186,22.55,69.84,1006.57,76.29,438.54
5174,20.32,39.72,1002.0,51.71,458.8
1673,5.79,45.87,1010.23,95.41,480.97
4437,25.57,59.43,1008.88,61.19,438.9
903,14.02,44.47,1028.02,68.97,465.93
6327,25.21,75.6,1017.19,69.84,445.84
6086,8.64,39.69,1001.57,98.27,473.55
5353,17.82,65.94,1013.44,88.13,452.82
5308,26.54,69.34,1009.5,87.18,435.51
3312,22.56,48.92,1010.7,51.63,445.07
2344,30.3,73.67,1005.57,58.74,431.57
9115,15.25,39.16,1016.18,79.39,471.05
6625,27.45,59.74,1011.34,58.58,450.46
4012,15.52,58.59,1014.12,91.22,457.74
173,17.32,43.7,1015.13,61.66,464.5
3027,22.88,65.48,1017.33,66.26,447.14
2518,7.84,40.07,1016.68,47.63,488.7
986,26.22,49.82,1015.48,55.8,454.2
1724,27.28,72.58,1009.21,89.96,431.27
5639,12.58,39.72,1018.08,64.25,469.38
4696,18.37,58.96,1015.5,67.79,460.25
7342,14.02,44.85,1016.54,75.73,469.53
8859,18.94,48.7,1008.5,94.83,451.38
8297,18.27,51.43,1010.38,88.39,460.41
801,20.23,52.05,1012.15,47.49,457.57
1344,14.27,44.34,1018.95,71.44,470.98
430,15.72,43.02,1011.98,45.74,466.33
697,21.95,68.08,1012.91,69.36,443.93
215,16.37,36.99,1006.37,90.11,463.76
636,15.87,39.31,1009.95,66.78,460.59
5548,6.86,41.17,1020.12,79.14,490.23
982,18.5,46.93,1015.0,66.81,455.63
497,23.53,50.05,1005.63,78.4,443.71
5107,27.1,52.84,1006.28,53.85,439.08
8633,31.11,74.87,1009.11,54.86,434.3
4063,27.83,72.29,1012.04,48.86,445.73
3036,10.63,40.67,1017.13,66.12,483.27
3933,16.43,48.06,1010.73,61.26,459.63
7652,12.3,39.85,1012.59,73.38,476.42
5577,29.24,69.05,1003.12,43.18,432.56
6374,11.38,39.22,1018.62,57.14,473.71
5117,17.57,43.7,1015.53,67.22,463.64
5150,12.27,41.17,1019.41,58.1,475.13
5742,18.84,40.79,1005.18,92.46,459.96
606,13.46,44.71,1014.51,50.0,474.6
3767,13.55,40.1,1015.7,86.68,474.59
5323,22.84,50.05,1005.59,79.49,442.85
781,23.03,65.12,1016.29,69.8,447.84
4784,32.27,71.85,1007.88,56.01,427.56
7628,10.2,41.62,1016.52,98.09,462.87
4465,25.21,59.21,1017.37,55.06,445.33
6851,26.14,69.14,1007.1,88.27,439.03
802,22.46,58.33,1013.21,68.68,445.9
7179,12.66,40.35,1011.37,82.77,473.11
2392,8.31,40.46,1020.07,78.18,476.72
3450,9.59,38.56,1017.52,61.89,481.05
1819,25.15,68.51,1013.25,72.31,440.96
1046,6.98,40.35,1011.92,94.72,484.19
2098,24.39,63.77,1013.3,77.53,443.65
5033,24.55,57.5,1015.36,62.45,447.3
1340,31.49,69.13,1009.33,53.9,425.74
2073,32.13,69.98,1013.3,55.85,431.84
9272,14.79,41.04,1025.32,75.81,456.97
9156,27.36,48.6,1003.18,54.93,436.06
989,19.39,51.43,1011.06,94.35,456.25
3918,23.18,51.3,1012.04,78.64,448.86
5556,12.83,41.67,1012.84,84.29,474.81
3788,20.6,60.08,1017.84,75.92,454.39
2899,12.59,41.14,1025.79,86.55,465.74
515,31.53,70.94,1007.11,50.04,431.84
3951,18.79,49.15,1021.69,70.16,458.75
1116,30.55,66.25,1009.15,63.52,440.74
4800,12.98,39.64,1013.95,74.39,473.54
9250,17.46,39.99,1008.52,69.73,461.01
8680,9.96,41.26,1022.9,83.83,475.21
6520,4.71,42.07,1005.35,82.26,486.79
6217,27.4,77.24,1007.65,78.13,435.74
8862,13.43,40.1,1015.82,87.9,471.77
1258,23.69,77.54,1009.32,89.7,440.21
6302,19.78,44.71,1015.7,29.43,465.49
4521,23.71,50.23,1017.55,73.24,458.59
8329,26.85,75.6,1017.43,74.55,433.48
5288,12.39,44.58,1016.38,84.95,475.37
7206,16.69,46.18,1011.0,97.85,458.57
2872,14.32,45.08,1023.24,84.53,467.21
6068,25.36,74.99,1002.21,65.96,440.25
5898,13.58,44.47,1029.91,70.41,467.15
1153,17.36,41.23,998.08,63.46,459.1
1096,2.64,39.64,1011.02,85.24,481.29
9055,27.59,50.05,1005.71,57.03,437.98
1926,3.2,41.31,997.67,98.84,489.86
3437,32.37,68.67,1005.45,47.98,430.35
5684,20.55,48.98,1016.1,63.89,452.52
122,23.39,71.25,1005.22,93.7,435.68
