,AT,V,AP,RH,PE
7776,22.69,58.46,1017.74,75.21,443.47
8467,25.72,47.45,1007.74,58.35,442.78
9048,15.44,39.54,1007.49,82.14,469.28
5775,14.28,42.74,1028.79,70.67,467.22
3337,30.04,68.08,1011.04,51.01,429.52
3469,16.36,43.99,1021.34,85.13,465.81
4221,26.59,60.96,1011.9,52.41,439.77
4961,10.03,41.62,1014.55,95.61,462.73
7366,29.52,64.79,1017.53,44.83,439.6
1339,14.55,42.74,1028.41,70.09,465.81
7918,21.85,63.86,1020.16,68.84,445.62
7031,27.66,59.21,1013.12,51.58,438.57
5544,25.3,58.46,1015.91,69.71,439.25
3499,15.33,36.71,1013.99,73.89,468.36
3614,24.04,72.43,1008.02,87.2,439.39
9150,27.62,72.43,1007.54,71.33,428.76
4317,16.49,41.93,1022.92,44.98,467.48
562,7.14,44.71,1019.98,71.9,487.71
7766,9.87,40.81,1017.17,84.25,473.2
3464,14.09,44.47,1029.08,72.36,466.53
7107,6.76,40.62,1015.67,87.16,478.56
6540,19.08,44.63,1020.05,41.07,455.95
309,16.7,40.56,1019.04,50.9,470.84
2619,21.23,50.59,1017.42,69.26,453.95
5443,5.98,38.91,1016.5,91.83,488.85
5915,26.51,44.57,1007.56,52.23,445.32
5545,24.56,71.94,1006.81,89.59,437.97
3188,15.33,37.2,1013.4,78.99,466.81
3462,12.76,43.7,1015.13,65.34,475.73
2280,15.12,39.16,1006.55,76.99,463.78
1893,26.74,59.87,1012.5,62.88,447.88
5707,19.75,54.2,1011.43,83.5,448.89
3211,14.18,53.82,1016.9,64.57,465.25
6375,18.15,58.46,1017.42,88.24,449.48
8690,23.69,58.05,1012.08,74.26,444.46
1329,25.93,66.56,1004.97,76.35,433.25
40,29.31,68.67,1006.18,63.38,435.57
5032,7.61,41.26,1009.05,97.32,480.68
7322,8.51,39.66,1015.16,86.61,483.54
5308,26.54,69.34,1009.5,87.18,435.51
319,31.35,71.32,1005.99,62.35,434.43
1093,24.79,75.6,1017.07,68.23,440.05
150,9.82,39.64,1010.79,69.22,477.93
6441,13.04,41.04,1026.27,69.75,464.91
6566,15.68,39.16,1006.09,75.62,461.98
3697,25.84,69.14,1009.22,88.47,431.35
5906,11.73,40.64,1020.68,96.98,477.06
8626,30.74,69.59,1008.69,68.04,437.81
867,18.13,66.86,1012.9,78.84,454.85
3948,20.34,69.45,1012.76,91.05,442.73
3344,16.58,37.64,1015.23,81.59,460.48
9337,16.88,38.58,1014.72,73.99,462.7
3607,24.0,75.23,1010.69,72.46,443.78
2222,32.57,65.74,1011.03,46.27,440.56
9368,25.5,59.27,1012.92,68.88,442.65
1942,2.34,39.42,1028.47,69.68,490.34
6539,25.69,64.45,1013.05,42.0,450.94
7177,9.96,42.03,1017.78,82.39,477.85
5723,13.44,40.69,1014.54,77.97,473.0
1894,17.44,45.01,1013.65,75.13,456.08
3791,6.49,36.3,1016.52,69.1,483.43
2175,12.54,43.69,1017.26,83.59,470.04
125,20.01,45.09,1014.21,38.19,453.96
8482,28.18,66.56,1005.69,65.67,426.79
1413,9.54,41.17,1019.79,65.61,481.18
5813,22.73,43.79,1015.61,42.66,460.2
8412,20.07,51.3,1011.9,94.62,450.46
2294,7.11,39.9,1008.82,87.76,484.21
2560,22.96,45.01,1012.21,50.81,450.37
3027,22.88,65.48,1017.33,66.26,447.14
4109,8.8,42.32,1017.91,86.8,483.88
6070,10.0,39.66,1016.83,78.91,479.97
5866,22.72,50.05,1007.0,88.24,444.43
3570,32.34,74.99,1002.77,42.83,433.07
629,13.22,44.92,1023.84,87.99,471.43
2323,9.61,39.04,1023.45,75.66,483.86
3631,25.5,68.08,1011.13,72.86,436.07
1420,27.48,61.41,1012.2,45.06,452.24
3993,24.51,62.08,1022.58,57.44,447.04
3458,29.32,63.77,1013.24,55.1,438.09
9259,25.52,71.98,1006.89,86.94,433.42
4238,15.77,41.79,1007.96,80.69,455.87
7435,25.53,59.57,1010.65,82.04,445.59
7968,9.48,40.8,1023.82,78.98,485.36
7395,11.92,43.8,1022.96,60.49,470.33
5206,12.45,40.81,1025.63,66.26,474.73
6532,20.4,54.9,1016.68,64.26,452.56
72,19.13,68.61,1010.65,94.92,448.69
2060,9.76,41.01,1019.66,97.59,467.6
4777,8.97,39.66,1021.63,78.94,482.62
5909,24.08,49.3,1003.23,70.42,443.46
8234,15.09,39.52,1017.05,72.43,469.8
6096,9.64,39.35,1015.1,91.76,479.81
2971,13.69,43.22,1009.94,74.64,466.72
6787,7.7,40.35,1011.72,92.88,484.57
1740,14.39,42.77,1017.36,83.28,463.65
5132,21.08,63.13,1013.53,98.0,443.51
2331,20.63,43.77,1010.71,62.34,448.25
6162,24.78,68.94,1007.29,70.56,435.93
236,14.84,41.48,1017.26,63.42,460.3
1905,10.55,41.55,1005.02,63.24,473.99
3944,6.1,43.65,1018.07,75.85,485.24
304,10.05,37.14,1012.64,75.97,474.16
7603,21.93,61.45,1008.92,98.54,443.91
5542,10.26,43.14,1019.68,98.97,466.75
2748,13.27,42.28,1008.3,86.2,468.86
5686,32.21,70.94,1006.76,47.56,430.06
2972,22.48,50.05,1005.55,82.36,442.56
7908,8.69,41.04,1026.87,80.28,477.2
7426,20.98,42.23,1013.12,67.37,461.9
7003,17.88,45.87,1008.39,93.63,455.83
7507,11.23,41.17,1019.36,56.85,475.85
4887,11.03,42.32,1017.26,90.56,470.92
534,20.21,54.9,1016.82,66.56,454.23
924,12.02,43.69,1016.12,74.07,477.74
6524,13.26,45.51,1015.99,69.82,472.17
8151,5.34,39.22,1012.73,81.42,472.66
7474,30.32,74.22,1008.31,53.14,429.36
4113,13.77,41.58,1020.63,72.94,459.75
6356,13.5,54.3,1016.2,77.46,468.92
2590,11.57,41.54,1020.13,69.14,476.89
649,7.74,39.96,1025.78,95.81,475.23
2219,11.48,44.58,1016.43,80.15,478.53
5019,28.91,70.72,1009.7,67.5,439.94
8879,20.32,49.16,1007.47,91.12,443.59
2109,14.66,47.83,1006.15,91.98,461.46
9514,29.6,71.58,1010.34,52.56,434.64
4740,19.13,45.38,1014.72,81.95,459.94
5031,20.17,58.12,1015.41,79.47,455.25
7657,11.67,40.23,1017.65,82.48,475.07
544,10.8,41.74,1020.24,78.62,479.32
4529,29.36,78.05,1011.12,64.17,434.29
7946,26.45,75.6,1017.42,74.5,436.89
7061,30.19,66.54,1004.39,61.43,428.37
337,9.44,43.99,1020.31,98.06,475.01
1937,24.88,49.16,1006.04,64.54,445.18
4254,17.33,53.16,1013.77,82.77,459.78
807,21.96,48.6,1004.87,76.27,446.56
754,9.19,41.01,1022.14,98.98,468.37
3158,26.64,73.56,1004.98,93.31,432.93
9510,23.31,60.08,1017.14,64.35,452.65
2735,10.48,41.93,1017.17,92.81,480.01
2800,10.07,39.66,1015.37,83.78,479.64
2059,3.38,39.64,1011.0,81.22,488.92
9331,8.66,44.68,1022.99,95.45,479.62
1551,14.95,39.31,1009.15,75.3,462.72
4625,25.14,60.37,1006.63,77.17,438.39
5493,4.71,39.42,1026.4,84.42,481.28
9228,22.24,64.27,1012.97,89.54,443.76
7731,26.18,52.36,1013.46,56.65,453.54
8387,24.05,67.83,1009.35,63.8,442.53
7005,27.35,61.47,1008.43,70.65,443.67
22,25.37,68.31,1011.12,70.99,441.76
7416,26.31,44.57,1007.51,52.6,452.73
1283,22.65,68.67,1006.67,77.42,447.01
5528,28.31,71.85,1009.0,77.56,429.57
5623,27.77,63.9,1013.62,51.43,441.3
7813,25.65,78.92,1010.83,86.56,434.78
1842,12.5,45.51,1015.8,82.82,469.69
6803,29.29,70.02,1010.13,46.93,438.84
5696,11.41,39.61,1018.69,69.44,467.19
8743,15.77,39.82,1013.01,79.1,468.78
3117,10.15,41.46,1019.56,81.79,479.32
8907,25.13,57.69,1007.43,78.43,437.8
5079,14.57,25.88,1008.92,69.16,464.11
1129,11.22,41.66,1008.96,72.38,477.53
3063,24.49,70.79,1005.51,88.65,430.54
6360,15.5,40.12,1012.79,96.75,460.41
7912,24.67,68.61,1010.71,57.47,450.64
5480,14.11,45.08,1023.27,83.22,464.7
7456,9.34,38.08,1019.56,67.74,482.06
6800,20.15,58.59,1014.13,91.96,443.85
7996,18.99,44.58,1018.29,54.71,468.35
5294,23.09,69.13,1010.93,90.07,436.67
5442,8.7,36.24,1013.34,89.5,478.69
4458,24.87,60.37,1005.48,76.21,436.41
3563,14.13,48.92,1011.72,78.06,464.17
380,9.06,39.66,1019.64,76.98,479.53
2616,32.07,71.29,1008.43,44.95,426.96
5782,14.22,40.83,1009.2,81.32,469.75
6636,23.84,59.87,1019.11,59.59,441.94
8502,13.33,39.39,1013.93,84.74,471.23
8568,13.49,41.78,1010.66,63.34,467.92
497,23.53,50.05,1005.63,78.4,443.71
3365,18.22,45.09,1013.62,75.56,454.74
1153,17.36,41.23,998.08,63.46,459.1
5083,14.24,39.52,1018.22,77.19,468.51
8763,24.31,66.49,1011.38,54.35,440.79
3651,14.65,35.4,1016.16,60.26,469.61
1861,16.81,45.87,1008.7,98.0,455.96
8109,11.54,40.77,1022.13,83.5,465.61
2206,9.15,39.61,1018.11,75.29,474.88
2921,13.86,44.21,1022.6,83.56,468.3
1785,24.26,69.51,1013.43,53.23,442.56
7402,6.62,41.14,1027.33,86.24,479.74
2298,21.0,70.02,1010.22,95.11,447.29
2873,18.36,53.16,1013.31,83.18,458.47
30,13.42,41.23,994.17,95.79,468.82
6914,32.95,75.08,1005.32,47.7,436.3
1144,27.62,68.27,1008.04,63.04,427.67
6611,27.01,65.06,1013.16,53.02,439.81
1781,23.62,61.87,1010.07,48.77,447.93
6324,11.99,38.28,1013.65,91.31,469.23
6346,24.12,58.66,1011.55,58.96,450.69
3912,13.06,41.78,1012.3,55.31,467.67
4487,6.01,35.79,1011.26,90.72,482.79
462,33.6,74.33,1012.31,35.66,428.62
3669,23.09,60.95,1015.02,68.78,450.31
1858,12.95,40.1,1015.31,86.01,471.07
2035,14.43,44.84,1024.34,84.0,467.45
5229,30.88,67.83,1008.97,54.99,425.36
6331,10.1,40.22,1007.1,90.36,478.43
4383,15.86,40.66,1016.23,86.74,455.85
265,14.56,40.69,1015.48,73.73,469.31
2624,26.89,49.16,1003.84,41.22,442.39
5497,23.25,63.78,1016.01,72.01,448.82
8858,15.76,44.89,1010.33,85.06,459.67
8767,21.91,63.76,1009.85,76.8,445.04
5504,21.12,63.91,1009.33,96.14,447.64
6789,20.77,69.51,1012.96,62.89,442.82
3215,12.33,37.73,1022.46,59.3,470.11
3417,15.65,39.59,1012.8,87.63,461.94
7420,24.19,68.94,1007.37,70.83,439.52
3371,14.44,42.32,1015.61,76.85,462.13
1595,23.72,66.48,1003.61,73.75,436.62
9547,22.29,43.79,1015.68,41.75,461.23
644,24.41,56.9,1006.58,77.94,439.51
9270,15.92,37.64,1014.93,83.73,464.14
7826,24.82,66.48,1006.4,70.21,433.62
277,30.47,68.24,1009.55,64.98,427.94
8122,13.64,43.71,1024.41,84.46,468.85
2287,31.93,70.4,1005.27,73.71,432.29
7983,21.03,59.8,1015.86,76.63,453.86
6052,13.97,53.82,1016.81,62.32,465.24
1028,20.82,52.84,1004.13,79.42,449.59
6688,19.74,45.38,1015.11,80.67,459.39
5907,26.11,47.43,1009.01,56.09,445.36
6126,12.35,40.73,1019.03,95.53,466.71
275,29.28,77.17,1009.4,76.3,433.14
4760,10.58,41.49,1020.43,91.9,473.19
8019,7.95,41.26,1008.48,97.92,480.6
9280,22.91,60.07,1016.03,59.72,446.19
2862,19.61,56.65,1020.64,63.74,457.41
3577,13.78,43.22,1011.31,69.7,463.71
736,16.48,48.92,1011.84,64.16,458.67
2469,21.19,52.3,1008.24,79.19,447.06
6097,26.7,70.32,1011.04,86.41,438.46
8811,11.75,71.14,1019.36,75.68,466.56
3872,24.27,60.37,1005.13,77.16,437.78
4731,26.47,47.43,1009.09,54.94,439.4
5205,8.86,36.71,1025.64,79.65,478.88
3978,24.93,70.32,1007.34,61.25,436.03
8314,21.74,60.27,1015.82,88.96,441.22
3773,18.48,50.16,1011.45,99.92,452.06
9173,13.5,41.44,1015.72,68.36,471.34
8922,28.62,70.94,1007.38,53.0,432.71
85,6.31,42.07,1004.61,77.74,483.27
3325,26.44,71.73,1009.52,81.75,430.55
2189,13.86,41.58,1020.69,70.74,461.56
8072,6.44,39.33,1011.8,93.5,490.57
3259,19.65,44.89,1009.76,75.36,451.35
132,17.84,61.27,1020.1,70.68,454.57
4269,26.48,68.14,1004.83,55.96,432.19
5113,21.99,51.19,1009.19,82.58,446.93
191,19.68,68.28,1002.62,71.57,452.47
2165,23.81,46.93,1013.19,54.82,449.58
2047,14.64,53.82,1016.33,60.59,463.18
6772,19.69,56.65,1020.77,62.83,456.29
834,12.28,43.67,1012.69,70.23,475.08
5636,20.54,68.12,1012.23,81.06,440.28
4603,17.12,48.6,1007.38,79.15,454.47
6871,30.78,73.67,1005.97,58.7,427.15
6228,22.93,63.13,1011.6,77.09,448.02
364,28.5,79.74,1006.75,87.09,433.08
1603,10.56,41.54,1019.92,78.95,479.33
6472,26.28,68.14,1005.61,53.17,435.71
6454,21.42,56.89,1014.39,84.05,444.86
4935,23.01,66.54,1009.86,64.53,442.47
4130,24.51,58.79,1016.11,61.7,443.5
8570,19.72,44.78,1009.27,39.18,464.54
251,29.45,75.6,1018.12,50.68,437.31
1077,14.81,43.7,1015.1,60.72,469.5
3383,14.66,40.89,1009.72,91.56,465.73
7573,12.4,40.35,1011.46,79.49,476.44
7451,21.19,58.86,1014.19,68.96,452.43
2215,30.33,70.36,1006.72,70.31,438.47
2659,28.32,72.58,1007.77,78.35,428.06
6293,29.0,69.13,1001.22,52.96,425.5
2640,15.55,40.66,1016.21,88.5,457.53
4249,24.6,67.69,1008.67,67.69,440.22
9131,13.74,38.73,1004.34,82.82,470.06
5772,17.75,49.78,1004.49,100.09,452.02
68,17.74,50.88,1015.56,89.78,457.71
7939,26.65,73.18,1012.27,83.12,437.7
6170,27.87,70.79,1003.96,72.17,428.41
5844,24.48,66.25,1009.42,88.17,441.07
995,7.34,40.72,1023.01,80.08,483.92
505,23.29,65.61,1014.81,70.27,447.67
2542,20.97,47.43,1007.64,71.18,448.22
371,13.84,41.26,1020.92,74.74,462.46
2005,21.97,58.95,1017.78,76.95,443.61
5300,28.87,57.19,1008.09,64.29,435.57
2452,14.24,45.01,1013.54,88.68,461.64
4671,11.02,41.17,1018.18,86.86,477.62
7944,9.99,41.82,1033.14,68.36,475.75
5022,18.78,63.09,1019.22,80.2,452.86
8834,26.88,61.5,1009.17,61.26,440.13
5063,33.83,67.9,1005.94,29.86,428.12
8440,21.97,68.12,1012.53,75.12,443.39
6570,23.36,72.24,1010.99,94.41,434.15
3975,19.83,59.21,1012.67,96.42,440.03
9089,19.58,52.9,1017.46,64.64,458.28
8130,5.5,39.04,1021.46,78.91,478.65
4083,26.71,76.86,1002.86,74.5,437.31
387,15.21,43.56,1012.92,56.61,467.0
2077,12.21,41.67,1012.88,85.19,475.07
5849,11.09,40.43,1025.47,74.97,490.96
6021,33.13,74.34,999.57,48.34,433.73
5036,7.26,41.22,1014.86,97.82,488.75
8377,19.16,63.09,1017.71,91.15,449.51
1437,15.51,36.71,1014.05,72.92,465.85
6427,26.53,63.87,1017.38,48.53,445.11
8671,25.62,63.13,1013.84,83.49,439.13
7878,13.01,41.49,1019.82,92.86,466.5
6833,32.05,77.24,1008.06,67.09,432.49
1832,18.21,39.54,1009.81,70.92,461.73
8629,23.7,70.32,1007.21,66.85,439.59
4336,17.32,45.0,1022.19,40.45,469.38
5546,20.01,52.9,1018.05,58.88,455.57
102,22.92,61.9,1013.27,78.32,446.08
589,13.52,42.07,1017.91,90.21,464.07
661,30.99,69.82,1009.41,50.84,437.46
839,22.72,63.73,1012.63,82.14,448.56
6686,29.33,52.84,1006.04,44.3,438.25
643,11.06,40.64,1021.47,96.16,479.13
6711,23.2,49.3,1003.4,79.77,440.75
5142,26.13,79.74,1005.61,90.27,431.29
1330,27.71,54.2,1012.72,47.25,440.74
8145,24.41,52.3,1006.28,70.33,442.62
818,20.87,63.31,1012.27,79.51,446.7
375,31.92,75.33,1001.81,61.97,436.38
2564,26.86,71.14,1007.11,76.61,426.97
7168,17.3,47.45,1010.29,87.13,448.79
6797,26.2,63.56,1013.39,67.07,442.4
2041,14.98,43.99,1022.66,83.34,462.32
7633,28.42,73.5,1011.23,72.79,435.59
4750,11.52,40.8,1024.31,73.49,479.56
3453,23.5,50.23,1017.51,75.15,457.51
7485,27.71,62.39,1006.43,68.21,435.84
2759,29.27,69.89,1015.21,67.16,425.55
7267,9.75,42.49,1010.57,83.63,480.35
8966,30.82,76.2,1007.47,59.3,432.22
1750,25.7,69.45,1013.86,56.91,437.04
4448,11.85,42.07,1017.92,93.45,467.25
5652,12.07,43.71,1025.53,85.62,472.32
4659,21.01,50.9,1012.24,70.82,453.99
8228,11.01,42.02,995.24,98.62,473.96
8612,23.99,67.69,1007.9,78.57,437.1
3144,25.47,65.34,1015.3,50.31,445.39
1725,22.56,70.98,1005.66,95.95,440.81
3685,30.83,71.58,1009.92,48.8,432.11
7835,25.6,66.48,1006.16,69.34,435.12
1691,8.35,40.46,1019.23,73.26,474.79
8285,24.86,72.39,1001.15,90.24,440.85
9357,9.39,40.11,1029.14,77.29,473.05
5427,10.5,40.8,1024.06,76.05,482.85
3858,24.7,58.82,1009.4,75.91,442.98
1223,14.84,71.14,1019.61,66.78,454.16
1755,27.34,70.98,1008.82,71.42,438.73
5245,24.56,60.27,1017.63,74.5,440.31
5327,28.3,64.33,1011.23,68.88,441.51
9126,9.05,36.3,1027.44,74.85,479.43
3039,25.6,56.9,1006.35,81.58,437.82
7757,21.52,46.21,1010.62,67.62,449.08
1776,23.86,63.77,1014.6,82.37,440.58
1560,24.42,65.94,1011.25,65.04,439.63
7496,26.48,51.43,1006.76,74.3,438.1
5952,7.61,38.06,1021.16,83.22,484.14
6498,17.7,43.69,1016.98,61.98,462.63
1456,22.02,64.45,1012.57,47.87,454.9
4418,23.75,59.07,1007.73,88.82,443.54
5728,22.5,45.38,1014.11,65.08,458.19
1827,27.17,61.25,1013.03,70.43,435.9
3723,5.37,38.68,1017.76,76.48,487.07
9384,10.77,41.54,1019.94,71.13,477.81
5057,10.23,41.46,1020.45,84.95,480.87
3230,7.14,41.22,1016.6,97.09,435.58
1625,10.81,44.63,1020.61,88.29,473.86
1623,23.25,71.29,1008.05,71.36,442.21
3389,16.88,43.67,1011.43,73.98,463.81
4433,17.26,49.78,1007.38,100.06,453.54
3058,28.04,74.33,1013.53,48.65,432.92
3178,11.86,40.55,1019.82,91.45,473.31
4514,26.21,70.32,1007.0,78.29,430.4
7843,25.52,63.94,1017.81,41.54,440.32
1176,14.28,37.2,1013.96,82.71,467.44
7798,10.08,40.72,1022.7,67.3,480.8
6274,5.09,42.85,1013.78,91.34,481.24
990,26.85,73.77,1001.2,90.13,431.24
1971,10.53,40.64,1020.62,98.43,477.99
7853,27.98,67.17,1007.32,75.29,440.68
249,20.29,65.27,1013.17,74.94,445.52
6753,11.19,40.64,1020.57,84.49,472.86
1273,26.8,72.58,1009.22,89.03,431.18
6749,10.02,38.18,1017.43,68.4,476.83
8896,24.81,59.43,1009.42,54.64,439.33
2701,14.29,39.59,1012.36,92.38,463.13
4524,19.2,54.2,1011.46,84.44,450.75
8140,8.35,42.85,1010.46,90.13,483.63
5238,22.33,59.8,1016.84,67.09,450.07
7289,8.21,38.91,1015.82,88.99,481.32
2349,11.82,42.86,1014.12,88.28,476.7
575,10.07,40.46,1018.65,69.2,470.99
8679,21.71,61.45,1010.97,91.62,445.72
3953,21.44,63.09,1016.56,90.11,444.19
676,16.98,53.16,1013.95,82.8,458.93
1825,18.18,61.87,1008.64,66.28,453.1
239,7.64,42.28,1008.46,84.29,484.78
5292,19.31,60.07,1014.86,69.37,453.47
3962,13.69,40.83,1008.53,84.81,471.26
1961,27.44,66.56,1005.51,69.28,428.0
914,33.63,70.4,1004.02,53.6,430.05
9250,17.46,39.99,1008.52,69.73,461.01
4417,20.71,46.63,1013.1,74.49,453.05
3816,14.49,41.92,1030.3,56.62,463.81
5482,32.63,74.99,1002.42,40.07,432.79
541,23.48,60.23,1011.91,79.48,437.44
3594,34.15,68.51,1010.75,37.02,430.19
5449,23.45,70.04,1010.99,79.2,436.46
5608,21.43,63.47,1011.95,94.47,448.17
5424,10.24,41.58,1021.17,94.34,465.86
1131,29.6,71.94,1007.07,62.65,429.02
466,18.68,46.0,1002.2,97.17,447.8
956,11.12,44.92,1025.58,93.52,470.82
8773,30.71,64.05,1011.75,62.81,438.42
7094,28.0,74.22,1008.68,66.0,433.94
729,8.28,40.56,1023.29,79.44,486.4
6100,25.54,60.37,1006.49,71.54,436.14
6528,21.75,58.79,1012.42,87.58,447.58
6379,19.02,52.72,1025.44,51.9,461.57
6578,13.53,40.71,1023.83,61.59,474.7
4895,24.29,57.5,1014.85,67.28,449.98
188,7.92,42.28,1008.55,81.68,484.75
4897,18.33,44.34,1019.55,51.69,468.8
6974,10.33,40.69,1014.25,84.46,480.18
3236,13.0,39.85,1012.57,61.56,477.71
8180,14.35,46.18,1016.63,87.76,461.74
8309,11.46,38.91,1012.34,77.37,477.5
8754,22.3,50.78,1008.85,81.27,449.86
6565,28.65,68.27,1006.96,52.78,432.73
4500,14.76,39.64,1010.37,81.99,465.82
8892,10.11,44.85,1014.2,84.81,478.71
4090,23.09,69.71,1009.75,91.35,437.7
2371,6.25,40.07,1020.19,65.24,494.39
6231,25.5,67.83,1009.29,61.29,437.49
1368,13.83,41.49,1020.11,87.29,469.57
4442,12.16,40.81,1025.79,70.97,476.63
1056,25.1,74.87,1010.01,79.41,439.93
3205,21.14,58.05,1012.98,87.27,449.74
5883,5.11,42.07,1004.28,81.8,486.41
4000,14.93,43.02,1012.11,45.56,468.19
4185,24.49,65.06,1014.07,63.32,441.4
6449,11.94,44.2,1017.97,82.93,474.02
4993,21.08,46.93,1014.49,63.33,453.87
6115,23.66,72.43,1008.0,89.49,439.02
6500,25.63,48.92,1009.99,34.64,439.87
516,17.42,44.06,1016.63,82.15,456.57
9509,12.88,42.74,1026.25,74.54,470.89
2623,25.36,61.41,1011.89,55.64,452.29
6084,23.07,69.23,1011.78,76.06,437.08
625,11.2,37.5,1013.81,72.81,472.2
9312,22.52,66.48,1003.87,78.29,435.02
4425,21.8,62.39,1007.84,89.04,452.15
5333,12.07,41.17,1013.54,71.32,479.28
6700,18.93,59.39,1013.92,68.78,450.14
6013,30.2,70.02,1009.85,63.39,437.48
4613,27.76,72.99,1007.81,71.66,435.02
5017,26.09,49.3,1003.79,66.19,439.82
2481,9.38,43.7,1015.45,90.47,481.52
3740,27.71,70.32,1008.63,64.05,432.59
3885,23.63,71.29,1008.01,70.07,442.65
8646,31.81,66.44,1011.21,53.55,426.84
4384,31.3,67.17,1007.27,62.99,433.53
8253,28.83,64.96,1000.05,63.57,429.13
7045,19.61,45.01,1014.84,64.42,461.97
836,26.26,71.73,1009.59,80.06,430.79
9036,14.04,42.44,1012.74,81.89,471.81
5272,25.95,73.77,1001.35,92.67,432.21
4624,8.35,40.77,1011.77,90.25,478.82
7161,8.62,42.49,1009.06,86.93,481.87
3665,11.82,41.67,1012.94,84.51,476.73
9466,23.34,59.44,1012.67,80.76,445.24
6043,21.84,59.07,1008.84,96.5,448.61
2591,19.39,60.1,1010.28,83.31,452.57
6909,10.33,41.44,1015.24,86.72,478.79
9459,6.17,39.33,1012.57,93.32,491.54
4857,28.03,68.67,1005.52,58.16,438.8
4874,10.55,41.92,1030.0,91.23,470.95
9074,12.29,42.18,1016.53,83.13,468.75
6561,12.5,41.38,1021.87,57.59,474.4
2413,10.37,37.83,1006.5,90.99,470.66
4909,26.39,49.16,1005.68,56.18,442.87
4016,29.0,75.33,1001.6,71.43,432.65
6860,13.9,45.08,1023.29,83.43,465.31
3333,17.0,49.78,1005.32,100.1,453.77
1852,7.9,43.79,1016.14,83.05,485.26
9271,18.18,44.63,1020.41,48.64,455.57
7213,21.6,62.52,1017.23,67.87,453.28
7765,9.42,41.4,1029.99,88.41,477.01
7825,31.88,70.36,1006.2,57.51,438.42
751,7.19,39.4,1011.45,90.65,483.04
4742,6.4,41.17,1019.54,85.37,488.82
6975,19.94,50.78,1008.78,92.07,449.6
8631,22.89,74.78,1009.79,81.57,443.7
7536,30.69,71.98,1004.53,65.86,430.33
4672,10.45,41.01,1020.57,93.84,465.74
953,31.08,59.57,1010.76,60.49,442.88
1884,20.92,70.02,1011.06,85.63,437.96
506,28.93,72.99,1007.23,64.41,434.45
8829,8.76,40.96,1025.21,90.72,483.79
6008,15.6,44.68,1018.35,85.91,463.82
5269,24.82,72.99,1007.81,84.72,435.68
9332,30.53,65.18,1012.69,41.85,437.89
417,24.32,65.48,1017.55,59.02,443.31
6057,9.49,40.69,1015.09,91.31,476.67
8509,26.9,59.14,1016.18,70.88,436.16
9309,27.84,68.08,1013.34,46.19,436.37
2309,27.69,69.98,1008.52,60.93,433.47
1647,25.38,70.94,1007.87,73.59,446.31
5822,25.77,62.96,1019.86,58.07,442.83
2341,26.94,66.48,1005.46,60.62,440.12
7357,23.77,59.21,1011.97,80.08,440.08
1704,14.31,40.78,1024.3,76.41,463.54
6549,17.21,52.9,1019.91,77.31,460.88
5067,10.38,37.73,1021.5,75.02,475.02
9252,26.04,71.14,1011.66,68.95,433.78
5698,6.65,40.77,1021.79,88.84,482.9
5111,11.6,39.96,1011.65,80.79,473.22
5274,13.49,43.41,1015.75,57.86,461.06
7591,8.48,40.05,1015.89,90.25,483.5
6526,21.01,51.19,1008.44,81.49,446.2
5316,28.25,71.77,1006.36,67.03,429.39
9249,12.35,44.2,1017.81,82.49,471.65
8353,11.04,39.96,1025.75,94.44,468.84
7917,22.42,59.43,1007.12,90.56,440.99
2088,23.86,59.21,1013.02,73.6,441.22
8880,10.11,52.75,1021.79,76.08,470.35
1346,25.16,60.23,1011.21,68.31,444.98
1679,24.19,46.93,1013.4,49.39,446.3
1871,8.69,40.81,1026.19,86.25,484.55
2874,31.74,72.25,1012.21,41.62,437.29
3171,8.4,38.5,1013.67,69.13,486.5
3148,28.8,71.77,1006.41,66.03,426.87
9204,16.7,46.18,1012.6,96.15,455.93
6353,18.55,41.85,1015.24,62.47,467.51
1219,12.32,43.69,1016.26,83.18,471.6
86,23.4,72.99,1009.48,88.82,438.51
1026,17.99,50.16,1009.98,100.09,451.38
9095,22.37,50.78,1008.84,82.06,449.08
6034,16.69,40.56,1019.92,51.43,469.9
1231,23.45,45.61,1012.84,73.42,454.92
1874,16.14,44.21,1020.36,80.59,461.03
4395,30.6,72.29,1010.54,41.52,441.5
7786,21.97,58.79,1010.93,86.7,448.8
4818,27.55,63.13,1012.92,71.29,440.75
7932,27.51,63.73,1009.97,66.14,440.81
6009,21.52,66.51,1015.32,72.85,444.87
3512,22.39,58.18,1008.52,87.48,448.37
9045,24.32,71.14,1011.71,71.65,435.34
3119,21.93,60.84,1018.96,76.8,440.76
7887,27.25,50.05,1006.53,60.64,439.63
8241,24.65,71.98,1006.46,91.11,431.77
6765,13.78,45.78,1025.27,95.72,462.88
7024,13.41,39.35,1015.1,79.32,471.85
7246,23.35,71.85,1009.32,73.48,441.28
9413,5.66,40.0,1022.08,93.03,475.54
609,20.65,66.51,1014.94,71.83,456.49
6146,19.94,58.96,1014.16,66.27,455.55
9535,6.22,38.68,1017.87,69.41,483.55
1516,21.4,44.57,1005.7,73.09,445.09
3879,25.38,72.24,1010.76,89.64,432.3
6591,10.7,36.18,1018.16,63.15,475.08
9209,22.25,51.86,1013.08,83.64,451.04
6513,24.19,47.45,1008.26,64.25,446.3
6665,6.14,39.4,1011.21,90.87,485.94
