,0,1,2,3,4,5,6,7,8,9,y
1233,1233,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,891
1234,1234,0.51,Very Good,G,VS1,59.6,58.0,5.21,5.22,3.11,1741
1235,1235,0.5,Premium,D,VS2,60.2,57.0,5.21,5.15,3.12,1845
1236,1236,0.55,Premium,E,VS2,62.3,60.0,5.26,5.18,3.25,2030
1237,1237,0.31,Ideal,E,VVS2,61.6,56.0,4.39,4.35,2.69,1074
1238,1238,0.37,Good,D,VS1,62.1,54.0,4.67,4.73,2.92,825
1239,1239,0.54,Ideal,E,VS2,61.0,56.0,5.28,5.25,3.21,1847
1240,1240,0.31,Ideal,H,VVS2,62.5,55.0,4.37,4.34,2.72,802
1241,1241,1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57,17649
1242,1242,1.12,Premium,G,IF,61.2,58.0,6.67,6.7,4.09,9440
1243,1243,0.73,Premium,H,SI2,62.5,58.0,5.73,5.69,3.57,2234
1244,1244,1.01,Good,D,SI1,58.5,64.0,6.4,6.45,3.76,5271
1245,1245,0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,2405
1246,1246,0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,579
1247,1247,0.3,Premium,H,VVS1,62.7,59.0,4.29,4.32,2.7,684
1248,1248,1.32,Ideal,I,SI1,62.0,57.0,6.99,7.04,4.35,7162
1249,1249,1.01,Very Good,E,VVS2,63.1,57.0,6.31,6.39,4.01,8849
1250,1250,2.0,Premium,G,SI2,61.1,60.0,8.1,8.03,4.93,13986
1251,1251,0.25,Ideal,F,SI1,61.5,56.0,4.06,4.09,2.5,430
1252,1252,1.06,Premium,I,SI1,61.9,59.0,6.5,6.52,4.03,4372
1253,1253,1.21,Ideal,E,VS2,60.3,60.0,6.92,6.88,4.16,9449
1254,1254,0.58,Ideal,E,SI1,60.1,55.0,5.42,5.56,3.3,1742
1255,1255,0.9,Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3398
1256,1256,0.7,Premium,E,SI2,62.8,59.0,5.69,5.64,3.56,2475
1257,1257,1.0,Ideal,F,VS2,62.6,57.0,6.4,6.35,3.99,6804
1258,1258,0.32,Premium,H,VVS1,61.4,58.0,4.41,4.38,2.7,936
1259,1259,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,2155
1260,1260,1.17,Ideal,H,SI1,62.1,54.0,6.83,6.77,4.22,5751
1261,1261,1.2,Very Good,G,VS1,63.3,57.0,6.77,6.71,4.26,6814
1262,1262,1.06,Ideal,F,VS2,62.1,55.0,6.52,6.55,4.06,7334
1263,1263,1.0,Ideal,E,SI1,62.3,55.0,6.34,6.41,3.97,5299
1264,1264,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
1265,1265,0.42,Ideal,I,VS1,61.5,56.0,4.83,4.86,2.98,771
1266,1266,1.57,Ideal,H,SI1,62.4,56.0,7.42,7.45,4.64,11068
1267,1267,1.13,Good,F,SI2,56.5,62.0,6.93,6.88,3.9,4998
1268,1268,1.2,Ideal,I,IF,61.5,56.0,6.79,6.84,4.19,7367
1269,1269,0.75,Premium,E,SI1,61.7,60.0,5.84,5.8,3.59,3024
1270,1270,0.4,Ideal,I,SI1,61.2,55.0,4.77,4.8,2.93,692
1271,1271,0.7,Good,F,SI1,63.1,64.0,5.58,5.61,3.53,2058
1272,1272,1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,4212
1273,1273,0.79,Very Good,J,VS2,60.8,56.0,5.98,6.02,3.65,2300
1274,1274,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94,2815
1275,1275,1.71,Premium,G,VS1,62.3,58.0,7.61,7.65,4.75,17041
1276,1276,1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55,14294
1277,1277,0.51,Ideal,D,VS1,62.5,57.0,5.08,5.13,3.19,1779
1278,1278,1.5,Very Good,I,VS1,60.4,59.0,7.35,7.42,4.46,9759
1279,1279,0.33,Very Good,G,VS2,61.3,61.0,4.43,4.47,2.73,540
1280,1280,1.51,Very Good,E,VS2,60.8,60.0,7.3,7.36,4.46,14338
1281,1281,1.0,Premium,J,SI1,60.8,58.0,6.44,6.39,3.9,3780
1282,1282,1.21,Premium,H,SI2,61.9,55.0,6.84,6.79,4.22,5218
1283,1283,0.43,Premium,H,VS1,62.3,58.0,4.81,4.75,2.98,1113
1284,1284,0.75,Premium,E,SI1,62.8,56.0,5.78,5.75,3.62,2698
1285,1285,1.01,Ideal,G,VS1,62.4,56.0,6.44,6.39,4.0,6794
1286,1286,0.25,Ideal,F,VS2,62.8,57.0,3.98,4.01,2.51,436
1287,1287,0.24,Very Good,E,VVS1,63.4,57.0,3.91,3.95,2.49,478
1288,1288,0.4,Ideal,G,SI1,60.9,55.0,4.82,4.79,2.93,873
1289,1289,0.3,Good,F,SI1,63.5,57.0,4.21,4.26,2.69,500
1290,1290,1.01,Good,G,SI2,64.5,61.0,6.24,6.31,4.05,3895
1291,1291,1.21,Premium,I,SI2,59.9,61.0,6.89,6.85,4.11,4337
1292,1292,0.71,Premium,F,SI1,62.3,60.0,5.68,5.65,3.53,2458
1293,1293,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,844
1294,1294,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1274
1295,1295,0.43,Good,F,VS1,57.9,61.0,4.99,5.03,2.9,931
1296,1296,0.9,Premium,I,SI2,62.2,59.0,6.11,6.07,3.79,2826
1297,1297,0.7,Ideal,E,SI2,60.6,56.0,5.73,5.78,3.49,2405
1298,1298,0.28,Ideal,F,VVS2,62.2,53.0,4.22,4.23,2.63,787
1299,1299,0.71,Premium,D,SI1,61.6,60.0,5.74,5.69,3.52,2797
1300,1300,0.32,Ideal,G,IF,60.9,57.0,4.41,4.46,2.7,918
1301,1301,0.31,Premium,I,SI1,60.1,59.0,4.41,4.38,2.64,537
1302,1302,0.3,Premium,D,SI1,60.6,60.0,4.32,4.3,2.61,709
1303,1303,0.55,Very Good,E,VVS2,60.4,56.0,5.36,5.38,3.24,2399
1304,1304,0.41,Premium,G,SI1,61.5,59.0,4.78,4.75,2.93,923
1305,1305,1.11,Ideal,F,VS2,61.8,56.0,6.66,6.7,4.13,9057
1306,1306,1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,7308
1307,1307,1.24,Ideal,G,IF,62.4,56.0,6.86,6.89,4.29,11376
1308,1308,0.31,Very Good,H,VS1,61.8,61.0,4.32,4.36,2.68,544
1309,1309,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,2403
1310,1310,1.1,Ideal,D,VS2,62.0,56.0,6.58,6.61,4.09,8959
1311,1311,0.33,Ideal,F,IF,61.8,55.0,4.47,4.49,2.77,1028
1312,1312,0.51,Very Good,F,VVS1,62.6,57.0,5.06,5.1,3.18,2223
1313,1313,2.06,Premium,H,SI1,62.4,59.0,8.11,8.07,5.05,14863
1314,1314,1.0,Ideal,I,VS1,60.4,55.0,6.49,6.52,3.93,5385
1315,1315,0.7,Very Good,I,VVS1,62.9,58.0,5.65,5.67,3.56,2513
1316,1316,0.5,Fair,G,VVS2,62.9,67.0,5.02,4.96,3.14,1791
1317,1317,1.35,Ideal,F,SI2,62.9,56.0,7.05,7.03,4.43,5761
1318,1318,1.63,Good,I,SI1,63.7,58.0,7.4,7.48,4.74,9556
1319,1319,0.62,Premium,E,SI2,58.6,58.0,5.58,5.52,3.25,1291
1320,1320,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,2858
1321,1321,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,7086
1322,1322,0.7,Very Good,E,SI2,62.6,57.0,5.64,5.67,3.54,2514
1323,1323,0.3,Ideal,F,VS2,61.3,55.0,4.3,4.32,2.64,605
1324,1324,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,2581
1325,1325,0.51,Very Good,E,SI2,61.6,57.0,5.17,5.19,3.19,1195
1326,1326,0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,530
1327,1327,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,5047
1328,1328,1.01,Good,D,SI1,65.1,57.0,6.3,6.32,4.11,5544
1329,1329,0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
1330,1330,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,658
1331,1331,1.02,Premium,H,VS2,61.8,58.0,6.49,6.43,3.99,5100
1332,1332,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12509
1333,1333,1.05,Very Good,D,SI1,59.3,59.0,6.63,6.69,3.95,5952
1334,1334,0.51,Good,D,SI1,64.0,58.0,5.03,5.06,3.23,1255
1335,1335,0.73,Ideal,G,SI1,61.4,58.0,5.77,5.79,3.55,2630
1336,1336,0.52,Premium,D,VS2,61.8,58.0,5.2,5.15,3.2,1868
1337,1337,1.03,Very Good,F,SI2,63.3,59.0,6.35,6.32,4.01,3692
1338,1338,0.51,Very Good,E,SI1,60.8,55.0,5.17,5.2,3.15,1318
1339,1339,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9290
1340,1340,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,698
1341,1341,1.09,Ideal,E,SI2,61.7,58.0,6.58,6.62,4.07,5042
1342,1342,0.36,Good,E,SI2,63.7,54.0,4.55,4.52,2.89,648
1343,1343,0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,2386
1344,1344,0.35,Good,F,SI1,63.6,54.0,4.51,4.52,2.87,583
1345,1345,2.02,Ideal,J,VS2,61.8,57.0,8.11,8.14,5.02,14766
1346,1346,1.01,Good,G,SI1,63.2,59.0,6.32,6.36,4.01,5021
1347,1347,0.29,Very Good,D,VVS2,62.3,59.0,4.21,4.26,2.64,664
1348,1348,0.7,Premium,F,SI1,62.5,59.0,5.67,5.65,3.54,2354
1349,1349,0.5,Very Good,H,IF,61.4,61.0,5.14,5.03,3.12,1923
1350,1350,1.08,Ideal,G,VS2,60.3,59.0,6.62,6.64,4.0,6769
1351,1351,0.3,Premium,E,VS2,62.2,60.0,4.24,4.28,2.65,658
1352,1352,0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,680
1353,1353,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,4054
1354,1354,0.31,Very Good,F,IF,61.2,55.0,4.37,4.39,2.68,914
1355,1355,0.51,Ideal,E,SI1,59.6,57.0,5.2,5.24,3.11,1438
1356,1356,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1233
1357,1357,0.33,Very Good,D,VVS2,60.8,58.0,4.47,4.48,2.72,1050
1358,1358,1.73,Premium,J,SI1,60.7,58.0,7.78,7.73,4.71,9271
1359,1359,0.43,Ideal,E,VS2,62.2,57.0,4.84,4.8,3.0,1048
1360,1360,0.55,Good,F,SI1,57.0,62.0,5.42,5.44,3.1,1410
1361,1361,0.3,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,844
1362,1362,0.31,Very Good,G,VVS1,61.5,55.0,4.36,4.4,2.69,749
1363,1363,1.01,Premium,H,VS2,62.3,58.0,6.45,6.36,3.99,4412
1364,1364,0.7,Very Good,E,VS1,63.4,60.0,5.63,5.66,3.58,3068
1365,1365,0.31,Premium,G,VVS1,61.4,58.0,4.32,4.35,2.66,816
1366,1366,0.46,Premium,F,VS1,60.5,58.0,4.97,5.02,3.02,1367
1367,1367,0.3,Good,G,VVS2,63.8,57.0,4.24,4.26,2.71,684
1368,1368,1.02,Very Good,H,SI2,60.9,58.0,6.41,6.53,3.94,4039
1369,1369,0.3,Ideal,E,VVS2,61.2,56.0,4.34,4.38,2.67,742
1370,1370,1.23,Ideal,H,I1,61.9,61.0,6.85,6.79,4.22,3905
1371,1371,0.5,Very Good,D,VS2,63.3,54.0,5.07,5.04,3.2,1758
1372,1372,0.3,Ideal,E,VS2,62.0,55.0,4.35,4.3,2.68,844
1373,1373,1.01,Very Good,I,VS2,61.9,61.0,6.36,6.41,3.95,4626
1374,1374,0.3,Premium,D,VS2,62.2,58.0,4.3,4.25,2.66,911
1375,1375,0.41,Ideal,G,VS2,59.8,57.0,4.85,4.81,2.89,1061
1376,1376,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.5,2.75,738
1377,1377,0.8,Ideal,E,SI2,61.0,55.0,6.0,6.03,3.67,2978
1378,1378,0.32,Ideal,G,VS1,62.0,55.0,4.43,4.44,2.75,665
1379,1379,1.04,Ideal,F,VVS2,62.2,56.0,6.53,6.46,4.04,9281
1380,1380,0.42,Ideal,G,IF,62.1,56.0,4.8,4.83,2.99,1400
1381,1381,0.5,Good,D,VS2,63.7,56.0,5.09,5.05,3.23,1758
1382,1382,0.54,Premium,D,SI1,62.0,55.0,5.24,5.21,3.24,1786
1383,1383,0.5,Premium,G,VS1,61.1,60.0,5.1,5.05,3.1,1629
1384,1384,0.31,Ideal,F,VS2,60.8,56.0,4.41,4.38,2.67,802
1385,1385,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,765
1386,1386,0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,1358
1387,1387,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7372
1388,1388,1.68,Good,E,I1,64.3,60.0,7.48,7.44,4.8,5871
1389,1389,0.4,Premium,D,SI2,61.7,58.0,4.69,4.74,2.91,666
1390,1390,1.27,Ideal,J,VS2,61.6,56.1,6.94,7.0,4.29,5606
1391,1391,0.55,Ideal,H,VVS1,62.4,56.0,5.21,5.24,3.26,1845
1392,1392,1.33,Premium,H,SI2,61.9,58.0,7.07,7.01,4.36,5214
1393,1393,0.32,Ideal,D,VVS1,61.3,57.0,4.42,4.39,2.7,1140
1394,1394,2.28,Premium,H,SI2,62.1,59.0,8.4,8.44,5.23,17892
1395,1395,0.52,Very Good,G,SI1,61.1,56.0,5.19,5.23,3.18,1311
1396,1396,0.72,Premium,I,VS2,60.9,60.0,5.8,5.76,3.52,2333
1397,1397,1.54,Ideal,G,VS2,60.2,59.0,7.47,7.52,4.51,13508
1398,1398,0.32,Ideal,D,VS1,61.5,56.0,4.41,4.43,2.72,862
1399,1399,0.72,Good,F,SI1,63.1,56.0,5.67,5.68,3.58,2647
1400,1400,0.7,Premium,F,SI1,62.9,59.0,5.67,5.62,3.55,2423
1401,1401,0.41,Ideal,H,SI1,62.4,53.0,4.78,4.81,2.99,722
1402,1402,0.4,Premium,E,VVS2,60.8,59.0,4.77,4.73,2.89,1056
1403,1403,0.59,Ideal,E,VVS2,62.0,55.0,5.38,5.43,3.35,2761
1404,1404,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3228
1405,1405,1.01,Premium,H,SI1,61.9,59.0,6.35,6.32,3.92,4191
1406,1406,1.45,Very Good,J,VS2,62.8,57.0,7.14,7.17,4.49,6671
1407,1407,0.72,Good,I,VS2,63.3,59.0,5.62,5.66,3.57,2068
1408,1408,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,5624
1409,1409,0.51,Very Good,E,SI1,62.1,60.0,5.08,5.03,3.14,1386
1410,1410,1.0,Good,E,VS1,63.6,59.0,6.32,6.35,4.03,7260
1411,1411,0.52,Very Good,G,VS2,62.4,60.0,5.14,5.18,3.22,1423
1412,1412,1.51,Ideal,I,VS2,62.9,53.0,7.37,7.33,4.62,9471
1413,1413,0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,624
1414,1414,0.31,Premium,I,SI1,59.6,58.0,4.44,4.39,2.63,537
1415,1415,0.38,Ideal,E,VVS2,62.1,54.5,4.62,4.66,2.88,1073
1416,1416,0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
1417,1417,0.72,Premium,E,SI1,62.1,58.0,5.72,5.69,3.54,2385
1418,1418,2.02,Good,I,SI1,64.3,56.0,7.85,7.99,5.09,13286
1419,1419,0.77,Premium,E,SI2,61.3,55.0,5.9,5.85,3.6,2723
1420,1420,0.91,Very Good,D,SI1,60.8,60.0,6.24,6.21,3.79,4561
1421,1421,1.01,Very Good,G,SI1,63.4,58.0,6.29,6.4,4.02,5051
1422,1422,0.9,Very Good,D,SI1,61.1,63.0,6.21,6.17,3.78,3997
1423,1423,1.13,Ideal,E,VS2,62.0,54.0,6.7,6.66,4.14,8404
1424,1424,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843
1425,1425,0.51,Ideal,E,SI1,61.7,57.0,5.15,5.12,3.17,1402
1426,1426,0.55,Ideal,G,VVS1,62.0,55.0,5.25,5.27,3.26,2042
1427,1427,0.84,Premium,F,SI2,62.3,59.0,6.06,6.01,3.76,2863
1428,1428,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96,1103
1429,1429,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
1430,1430,0.54,Premium,I,SI2,61.2,60.0,5.22,5.2,3.19,1013
1431,1431,0.49,Premium,E,VS2,58.8,59.0,5.2,5.14,3.04,1351
1432,1432,1.12,Premium,H,SI2,59.7,60.0,6.77,6.72,4.03,4641
1433,1433,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,649
1434,1434,1.04,Premium,F,VS2,59.6,62.0,6.62,6.56,3.93,6278
1435,1435,0.33,Premium,E,VS2,61.5,59.0,4.46,4.42,2.73,928
1436,1436,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
1437,1437,0.9,Premium,F,VS2,62.3,58.0,6.16,6.14,3.83,4838
1438,1438,0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17,1191
1439,1439,0.3,Good,F,SI1,63.5,57.0,4.24,4.27,2.7,500
1440,1440,1.33,Ideal,I,VS2,62.6,55.0,7.01,7.05,4.4,7325
1441,1441,0.41,Good,E,SI1,63.5,57.0,4.69,4.73,2.99,755
1442,1442,0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,819
1443,1443,0.59,Very Good,F,VS2,61.6,56.0,5.39,5.41,3.33,1784
1444,1444,1.59,Premium,G,SI1,62.2,58.0,7.51,7.45,4.65,9707
1445,1445,1.01,Premium,H,SI1,62.7,59.0,6.33,6.27,3.95,4320
1446,1446,2.01,Ideal,J,SI2,62.1,56.0,8.06,8.13,5.03,12814
1447,1447,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,11869
1448,1448,0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332
1449,1449,0.35,Ideal,E,VVS1,62.2,56.0,4.51,4.53,2.81,1044
1450,1450,1.22,Ideal,G,VVS1,61.1,56.0,6.91,6.94,4.23,10888
1451,1451,0.97,Premium,H,SI2,58.8,58.0,6.44,6.41,3.78,3346
1452,1452,0.7,Ideal,G,VVS1,61.6,55.0,5.72,5.75,3.53,3073
1453,1453,0.32,Ideal,I,SI1,62.4,57.0,4.35,4.37,2.72,432
1454,1454,0.37,Ideal,I,VS2,61.7,57.0,4.64,4.6,2.85,666
1455,1455,0.35,Premium,H,VVS2,62.5,58.0,4.51,4.48,2.81,906
1456,1456,0.93,Ideal,F,SI2,59.5,57.0,6.37,6.33,3.78,3828
1457,1457,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15,16716
1458,1458,1.04,Ideal,G,VS2,60.8,57.0,6.55,6.57,3.99,6529
1459,1459,0.42,Very Good,D,SI2,62.0,59.0,4.78,4.83,2.98,672
1460,1460,0.41,Ideal,E,VVS2,61.0,56.0,4.82,4.79,2.93,1243
1461,1461,1.02,Premium,H,SI2,59.2,59.0,6.57,6.54,3.88,3701
1462,1462,0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,3004
1463,1463,1.0,Premium,D,VVS2,59.9,61.0,6.5,6.42,3.87,9918
1464,1464,0.24,Very Good,E,VVS1,61.7,61.0,3.95,3.99,2.45,485
1465,1465,0.76,Ideal,H,SI1,61.3,55.0,5.87,5.93,3.62,3050
1466,1466,0.6,Ideal,G,VS2,62.1,57.0,5.43,5.36,3.35,1746
1467,1467,0.4,Very Good,E,VVS2,63.0,55.0,4.72,4.74,2.98,849
1468,1468,0.7,Very Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1775
1469,1469,0.31,Ideal,H,VVS1,61.6,57.0,4.32,4.35,2.67,660
1470,1470,0.58,Ideal,E,VS2,62.3,54.0,5.39,5.43,3.37,1683
1471,1471,0.64,Ideal,F,VVS2,60.9,56.0,5.57,5.59,3.4,3217
1472,1472,0.34,Premium,H,VS1,61.6,59.0,4.54,4.49,2.78,765
1473,1473,0.41,Good,E,VVS1,63.5,57.0,4.73,4.75,3.01,1002
1474,1474,1.97,Premium,F,SI2,61.1,58.0,8.11,8.05,4.94,14542
1475,1475,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
1476,1476,0.59,Ideal,E,SI2,62.2,55.0,5.38,5.4,3.35,1286
1477,1477,0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55,2459
1478,1478,0.44,Ideal,G,SI1,61.5,57.0,4.88,4.87,3.0,990
1479,1479,0.5,Fair,E,VS2,64.9,56.0,5.01,4.95,3.23,1397
1480,1480,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
1481,1481,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,17045
1482,1482,1.21,Good,I,VS2,64.1,61.0,6.7,6.66,4.28,5028
1483,1483,0.35,Premium,G,VVS2,62.8,58.0,4.48,4.44,2.8,1024
1484,1484,1.01,Fair,F,SI2,66.7,64.0,6.14,6.05,4.06,3597
1485,1485,0.39,Ideal,H,VS2,62.3,55.0,4.67,4.7,2.92,707
1486,1486,1.08,Fair,J,VS2,65.1,54.0,6.47,6.44,4.2,3980
1487,1487,1.5,Premium,E,VS2,59.4,62.0,7.48,7.4,4.42,12587
1488,1488,0.42,Very Good,G,VS2,60.1,61.0,4.81,4.84,2.9,847
1489,1489,1.02,Premium,G,SI2,60.7,56.0,6.56,6.51,3.97,3904
1490,1490,0.34,Premium,D,VS2,62.1,58.0,4.5,4.45,2.78,1033
1491,1491,0.7,Premium,H,SI1,62.3,58.0,5.63,5.57,3.49,2020
1492,1492,0.72,Very Good,J,VS1,62.7,58.0,5.67,5.72,3.57,1988
1493,1493,0.3,Premium,E,VVS2,61.5,60.0,4.31,4.28,2.64,1013
1494,1494,0.43,Ideal,H,SI1,60.7,54.0,4.96,4.92,3.0,891
1495,1495,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
1496,1496,0.53,Ideal,D,SI1,62.0,57.0,5.23,5.19,3.23,1683
1497,1497,1.24,Good,H,VS2,58.3,58.0,7.09,7.15,4.15,7210
1498,1498,1.01,Very Good,E,SI1,63.4,55.0,6.38,6.42,4.06,6501
1499,1499,1.05,Ideal,F,VS2,62.8,57.0,6.48,6.45,4.06,6933
1500,1500,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,6513
1501,1501,0.8,Very Good,G,SI2,62.0,55.0,5.94,6.01,3.7,2915
1502,1502,1.13,Premium,H,SI2,62.7,55.0,6.69,6.61,4.17,4746
1503,1503,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
1504,1504,2.52,Premium,F,SI2,60.6,60.0,8.78,8.7,5.3,18179
1505,1505,0.8,Ideal,G,SI1,62.5,57.0,5.94,5.9,3.7,2870
1506,1506,0.31,Very Good,F,VS2,62.9,59.0,4.27,4.32,2.7,625
1507,1507,1.0,Ideal,I,VS2,62.5,55.0,6.41,6.36,4.0,4511
1508,1508,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,2268
1509,1509,0.31,Very Good,H,SI1,61.1,57.0,4.32,4.35,2.65,446
1510,1510,0.58,Ideal,F,SI1,62.3,54.0,5.36,5.39,3.35,1401
1511,1511,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
1512,1512,0.4,Ideal,G,VVS2,62.3,54.0,4.75,4.78,2.97,931
1513,1513,1.02,Very Good,F,VS2,61.8,57.0,6.4,6.44,3.97,6047
1514,1514,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
1515,1515,0.71,Ideal,I,VS2,61.8,55.0,5.7,5.73,3.53,2614
1516,1516,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,5.13,13355
1517,1517,1.2,Very Good,F,SI1,63.5,57.0,6.65,6.74,4.25,6872
1518,1518,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
1519,1519,0.7,Good,H,VVS2,62.1,64.0,5.62,5.65,3.5,2767
1520,1520,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2068
1521,1521,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,2834
1522,1522,0.36,Premium,E,VVS2,61.7,59.0,4.52,4.56,2.8,859
1523,1523,0.38,Ideal,G,SI1,61.0,57.0,4.66,4.71,2.86,629
1524,1524,0.73,Ideal,I,VS2,61.6,54.0,5.81,5.84,3.59,2327
1525,1525,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4924
1526,1526,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1289
1527,1527,1.05,Premium,H,VS1,60.9,60.0,6.58,6.53,3.99,5580
1528,1528,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,17029
1529,1529,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1789
1530,1530,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811
1531,1531,1.37,Ideal,J,SI1,62.1,55.0,7.13,7.16,4.44,6339
1532,1532,1.7,Ideal,I,SI2,60.7,59.0,7.69,7.64,4.65,8743
1533,1533,1.7,Premium,I,VS2,61.9,56.0,7.55,7.5,4.66,10396
1534,1534,1.02,Very Good,F,VVS2,59.4,59.0,6.58,6.69,3.94,8627
1535,1535,0.43,Premium,E,SI1,60.2,60.0,4.94,4.89,2.96,1016
1536,1536,0.3,Premium,G,VS2,61.1,62.0,4.33,4.28,2.63,630
1537,1537,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,4704
1538,1538,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,2841
1539,1539,0.5,Premium,D,VS2,62.8,58.0,5.03,5.0,3.15,1758
1540,1540,1.01,Very Good,G,SI1,62.4,58.0,6.39,6.44,4.0,4653
1541,1541,1.51,Ideal,E,VS2,61.7,55.0,7.37,7.34,4.54,14482
1542,1542,0.24,Ideal,E,VVS2,61.3,57.0,4.0,4.02,2.46,526
1543,1543,0.61,Premium,D,SI1,62.3,58.0,5.45,5.4,3.38,1976
1544,1544,0.75,Very Good,D,SI1,60.7,55.0,5.87,5.92,3.58,2872
1545,1545,0.3,Ideal,G,IF,62.6,57.0,4.32,4.28,2.69,956
1546,1546,0.41,Premium,H,VS1,62.6,60.0,4.75,4.77,2.98,827
1547,1547,0.35,Ideal,F,VS2,62.4,57.0,4.51,4.5,2.81,906
1548,1548,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,6342
1549,1549,0.33,Ideal,F,SI1,60.6,56.0,4.49,4.46,2.71,705
1550,1550,0.72,Ideal,G,VS1,61.4,56.0,5.75,5.79,3.55,3478
1551,1551,0.54,Very Good,G,SI1,62.2,57.0,5.17,5.22,3.23,1241
1552,1552,1.23,Ideal,G,VS1,62.0,56.0,6.92,6.86,4.27,9030
1553,1553,1.29,Ideal,H,SI2,62.1,57.0,6.95,6.93,4.31,5926
1554,1554,0.38,Premium,F,SI2,61.0,61.0,4.67,4.61,2.83,770
