,carat,cut,color,clarity,depth,table,x,y,z,price
8755,0.3,Ideal,I,VVS2,62.6,56.0,4.26,4.3,2.68,515
8756,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,382
8757,0.61,Very Good,H,VS1,60.1,56.0,5.55,5.59,3.35,2123
8758,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
8759,1.51,Premium,G,VS1,62.4,59.0,7.28,7.25,4.53,13638
8760,0.43,Premium,F,SI2,58.3,62.0,4.97,4.91,2.88,813
8761,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,11719
8762,1.5,Premium,E,VS2,62.1,60.0,7.31,7.27,4.53,14386
8763,0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303
8764,1.25,Premium,H,VS2,60.4,59.0,6.96,6.92,4.19,7378
8765,1.3,Premium,G,VVS2,60.2,58.0,7.17,7.08,4.29,10763
8766,0.51,Good,G,VVS2,63.1,58.0,5.07,5.11,3.21,1875
8767,0.6,Ideal,E,SI1,61.5,56.0,5.51,5.39,3.35,1830
8768,0.3,Good,F,IF,60.0,63.0,4.3,4.36,2.6,742
8769,0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
8770,1.56,Ideal,G,VS2,61.3,56.0,7.48,7.5,4.59,14237
8771,0.31,Premium,G,VS1,62.4,58.0,4.34,4.31,2.7,802
8772,1.02,Very Good,F,SI1,63.2,59.0,6.38,6.35,4.02,5398
8773,0.31,Ideal,H,SI1,61.5,56.5,4.34,4.36,2.67,457
8774,0.3,Very Good,E,VVS1,61.8,56.0,4.29,4.32,2.66,1006
8775,0.72,Ideal,H,SI2,60.8,56.0,5.79,5.83,3.53,2252
8776,0.5,Premium,G,I1,62.2,59.0,5.07,5.03,3.14,1020
8777,0.31,Ideal,H,SI1,61.3,55.0,4.35,4.39,2.68,421
8778,1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02,3142
8779,2.0,Good,H,SI1,63.6,58.0,7.96,7.87,5.03,16650
8780,1.01,Premium,I,SI2,61.5,62.0,6.41,6.37,3.93,3360
8781,0.38,Very Good,D,VS2,61.0,58.0,4.7,4.75,2.88,847
8782,0.7,Very Good,E,VS2,60.5,63.0,5.74,5.7,3.46,2737
8783,0.34,Ideal,I,SI1,62.3,55.0,4.47,4.42,2.77,589
8784,1.51,Premium,I,VS1,61.1,61.0,7.37,7.32,4.49,10401
8785,0.31,Premium,F,VVS1,61.8,59.0,4.35,4.33,2.68,959
8786,0.32,Ideal,D,SI2,59.8,57.0,4.46,4.4,2.65,612
8787,0.9,Premium,F,SI1,62.6,60.0,6.14,6.1,3.83,3881
8788,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,865
8789,1.2,Good,I,SI1,62.3,58.0,6.66,6.72,4.17,5211
8790,0.56,Ideal,G,VVS1,62.3,55.0,5.31,5.25,3.29,2164
8791,0.82,Premium,I,VS2,62.2,59.0,6.03,5.97,3.73,2716
8792,0.28,Good,E,VS2,63.7,60.0,4.23,4.18,2.68,625
8793,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,965
8794,0.31,Premium,E,VS2,60.8,58.0,4.37,4.35,2.65,872
8795,0.91,Very Good,H,SI1,62.2,60.0,6.16,6.22,3.85,3734
8796,1.0,Premium,F,VS2,62.7,58.0,6.4,6.33,3.99,6608
8797,0.38,Ideal,G,VS2,61.0,55.0,4.67,4.71,2.86,721
8798,0.55,Ideal,G,VS2,61.2,56.8,5.28,5.31,3.24,1604
8799,0.32,Ideal,G,IF,61.8,55.0,4.42,4.45,2.74,918
8800,0.76,Ideal,E,VVS1,62.2,55.0,5.86,5.82,3.63,5056
8801,0.71,Ideal,E,VS1,61.8,55.0,5.72,5.77,3.55,3332
8802,0.35,Very Good,I,VS1,60.7,62.0,4.53,4.59,2.77,552
8803,1.35,Fair,G,SI2,66.0,58.0,6.89,6.81,4.52,4627
8804,2.08,Very Good,J,VS2,60.6,61.0,8.24,8.34,5.02,13732
8805,0.93,Good,F,SI2,61.3,62.0,6.17,6.26,3.81,3376
8806,1.5,Very Good,D,SI1,60.7,62.0,7.3,7.33,4.44,11442
8807,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,571
8808,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,7520
8809,0.41,Very Good,G,VS2,59.9,59.0,4.82,4.86,2.9,827
8810,2.01,Ideal,D,SI2,62.1,56.0,8.02,8.11,5.01,18674
8811,0.7,Fair,I,SI1,65.8,57.0,5.46,5.55,3.62,1697
8812,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,8538
8813,0.33,Ideal,H,SI1,63.0,57.0,4.41,4.39,2.77,610
8814,1.01,Premium,G,VS2,60.2,59.0,6.55,6.48,3.92,5864
8815,0.89,Premium,I,VS1,62.2,62.0,6.14,6.02,3.78,2955
8816,0.53,Ideal,D,VS2,61.2,56.0,5.2,5.23,3.19,1857
8817,0.33,Premium,G,VVS2,62.0,59.0,4.46,4.41,2.75,965
8818,0.71,Ideal,H,VS1,61.7,55.0,5.73,5.75,3.54,3229
8819,0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,421
8820,1.7,Very Good,E,VS2,58.6,62.0,7.84,7.92,4.62,18176
8821,0.38,Very Good,G,SI1,57.5,60.0,4.83,4.88,2.79,599
8822,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15450
8823,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,975
8824,1.0,Fair,G,SI1,65.7,54.0,6.24,6.16,4.07,2964
8825,1.75,Good,H,SI2,64.1,56.0,7.59,7.55,4.85,8385
8826,0.54,Very Good,E,VS2,62.6,60.0,5.26,5.19,3.27,1426
8827,1.03,Ideal,D,SI1,59.9,57.0,6.61,6.68,3.98,6460
8828,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,836
8829,0.9,Fair,F,VS2,58.9,67.0,6.18,6.17,3.64,3992
8830,0.38,Premium,I,VS2,61.5,58.0,4.62,4.61,2.84,812
8831,1.53,Ideal,G,VS1,60.6,54.0,7.49,7.47,4.53,13926
8832,0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
8833,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
8834,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,878
8835,1.03,Ideal,H,I1,61.5,57.0,6.52,6.48,4.0,3230
8836,1.03,Premium,D,SI2,62.3,58.0,6.5,6.4,4.03,3675
8837,0.31,Ideal,D,VS2,61.6,57.0,4.38,4.36,2.69,942
8838,1.01,Premium,I,SI1,61.8,59.0,6.44,6.37,3.96,4242
8839,1.7,Ideal,H,VS1,62.8,57.0,7.57,7.47,4.72,14266
8840,0.4,Premium,F,VS2,61.0,59.0,4.76,4.71,2.89,1080
8841,0.3,Premium,E,VS2,62.1,58.0,4.29,4.31,2.67,658
8842,1.05,Ideal,J,SI1,61.5,55.0,6.53,6.57,4.03,4405
8843,0.68,Good,F,VS1,60.0,60.8,5.67,5.71,3.41,2516
8844,0.31,Very Good,G,SI1,62.8,55.0,4.32,4.38,2.73,462
8845,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,1061
8846,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,561
8847,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,2626
8848,0.8,Ideal,F,SI2,62.7,55.0,5.94,5.9,3.71,2622
8849,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,3971
8850,1.0,Good,G,VS1,58.6,62.0,6.5,6.53,3.82,5921
8851,1.02,Very Good,E,SI1,60.5,63.0,6.48,6.54,3.94,4813
8852,1.21,Ideal,F,VS2,61.5,54.0,6.88,6.89,4.24,10177
8853,1.09,Ideal,I,VS1,62.7,54.0,6.6,6.54,4.12,5401
8854,1.03,Premium,H,SI1,59.2,60.0,6.62,6.58,3.91,5105
8855,1.15,Premium,I,SI1,62.2,59.0,6.75,6.68,4.18,4830
8856,0.41,Ideal,F,VS1,62.0,57.0,4.73,4.76,2.94,1007
8857,0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,1845
8858,1.31,Good,H,SI2,64.1,57.0,6.9,6.84,4.41,5429
8859,1.01,Very Good,G,SI1,63.7,60.0,6.31,6.35,4.03,5192
8860,0.3,Very Good,G,VS2,60.6,61.0,4.29,4.32,2.61,526
8861,0.5,Very Good,D,SI1,60.8,58.0,5.07,5.13,3.1,1436
8862,0.3,Very Good,H,SI1,60.1,55.0,4.38,4.41,2.64,432
8863,0.42,Ideal,F,VVS2,61.1,57.0,4.82,4.84,2.95,1142
8864,1.4,Ideal,H,SI1,62.4,56.0,7.11,7.18,4.46,8075
8865,0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,4382
8866,0.43,Ideal,G,SI2,61.3,56.0,4.89,4.87,2.99,935
8867,0.25,Very Good,F,VVS1,64.2,58.0,3.96,4.01,2.56,548
8868,0.53,Ideal,F,VS2,62.3,55.0,5.17,5.2,3.23,1566
8869,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,1851
8870,0.32,Premium,E,VS2,59.3,58.0,4.45,4.49,2.65,580
8871,1.3,Ideal,I,VS2,61.7,56.0,7.07,7.02,4.35,6714
8872,1.05,Premium,J,VS2,59.4,62.0,6.66,6.58,3.93,3593
8873,0.32,Ideal,G,VS1,61.7,55.0,4.41,4.37,2.71,828
8874,0.39,Good,G,VS2,63.3,57.0,4.61,4.65,2.93,787
8875,0.7,Good,E,VS1,60.2,61.0,5.71,5.75,3.45,3018
8876,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,614
8877,1.25,Very Good,G,VVS1,60.6,60.0,6.92,6.95,4.2,10962
8878,0.71,Very Good,F,VS1,62.6,55.0,5.66,5.71,3.56,2893
8879,0.38,Ideal,F,SI1,62.5,53.7,4.64,4.66,2.91,693
8880,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3740
8881,0.42,Premium,E,VS2,61.0,59.0,4.85,4.82,2.95,1024
8882,0.51,Ideal,G,IF,62.9,58.0,5.07,5.11,3.2,2146
8883,0.42,Ideal,E,VS2,62.4,55.0,4.83,4.79,3.0,1024
8884,1.02,Very Good,F,VS2,63.3,59.0,6.4,6.37,4.04,6597
8885,0.9,Very Good,F,SI1,62.8,56.0,6.11,6.15,3.85,3842
8886,0.32,Very Good,D,VS2,58.8,59.0,4.49,4.52,2.65,646
8887,1.22,Premium,F,SI1,61.8,59.0,6.86,6.83,4.23,6887
8888,1.6,Premium,H,VS2,62.1,60.0,7.51,7.44,4.64,11796
8889,1.0,Very Good,H,SI2,64.1,54.0,6.3,6.33,4.05,3991
8890,1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
8891,1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49,14294
8892,1.2,Very Good,H,VS2,62.5,60.0,6.72,6.78,4.22,7072
8893,0.78,Very Good,I,SI2,60.6,58.0,5.92,5.97,3.6,2271
8894,0.26,Ideal,H,VS1,62.3,54.0,4.07,4.11,2.55,482
8895,0.4,Ideal,G,SI1,62.3,54.0,4.74,4.77,2.96,741
8896,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
8897,0.27,Very Good,G,VVS2,61.0,56.0,4.19,4.22,2.56,504
8898,0.35,Premium,H,SI2,61.6,58.0,4.54,4.49,2.78,566
8899,0.7,Very Good,I,SI1,61.4,57.0,5.72,5.75,3.52,2028
8900,0.71,Ideal,E,VVS2,61.2,57.0,5.73,5.8,3.53,4030
8901,0.42,Ideal,G,SI2,60.9,56.0,4.87,4.89,2.97,971
8902,0.3,Good,I,VVS1,63.8,56.0,4.23,4.26,2.71,552
8903,0.41,Very Good,D,SI1,63.0,57.0,4.64,4.7,2.94,717
8904,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
8905,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
8906,0.31,Ideal,D,SI1,62.4,56.0,4.31,4.35,2.7,571
8907,1.23,Ideal,I,SI2,60.6,57.0,6.97,6.88,4.2,4805
8908,1.2,Premium,G,SI1,63.0,60.0,6.81,6.75,4.27,6494
8909,0.4,Good,G,VS2,63.5,56.0,4.68,4.7,2.98,807
8910,1.22,Premium,F,VS2,63.0,60.0,6.85,6.74,4.28,7154
8911,0.34,Premium,H,VS2,61.9,56.0,4.49,4.46,2.77,689
8912,0.5,Ideal,G,VVS2,62.0,56.0,5.13,5.09,3.17,1935
8913,0.41,Very Good,F,VS1,63.0,57.0,4.66,4.7,2.95,931
8914,0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,1698
8915,0.41,Ideal,E,VS1,62.3,57.0,4.77,4.74,2.96,1153
8916,0.61,Premium,F,SI1,62.4,59.0,5.37,5.33,3.34,1547
8917,0.52,Good,G,SI1,63.6,56.0,5.07,5.09,3.23,1244
8918,0.39,Ideal,I,VS1,62.5,54.0,4.7,4.67,2.92,1047
8919,1.19,Ideal,F,VVS2,60.8,57.0,6.85,6.83,4.16,10748
8920,1.2,Premium,D,VS2,61.1,58.0,6.85,6.83,4.18,10161
8921,1.22,Premium,H,VS1,62.7,56.0,6.82,6.74,4.25,7105
8922,1.06,Very Good,F,SI1,59.6,60.0,6.61,6.68,3.96,5491
8923,1.2,Premium,G,VS2,58.2,59.0,7.04,6.95,4.07,7795
8924,0.33,Good,F,SI1,61.8,62.0,4.4,4.45,2.74,536
8925,1.36,Ideal,F,SI2,62.0,56.0,7.08,7.11,4.4,7157
8926,1.32,Very Good,H,SI1,62.8,56.0,6.94,7.0,4.38,7283
8927,0.72,Premium,D,SI1,63.0,57.0,5.74,5.69,3.6,2567
8928,0.44,Ideal,J,VVS2,62.1,55.0,4.88,4.91,3.04,726
8929,2.02,Ideal,J,SI1,59.8,60.0,8.21,8.16,4.9,12713
8930,0.39,Ideal,G,SI1,60.7,57.0,4.69,4.8,2.88,665
8931,0.41,Ideal,F,SI1,61.8,56.0,4.75,4.79,2.95,711
8932,0.31,Very Good,F,VS2,62.7,57.0,4.3,4.34,2.71,625
8933,0.3,Good,H,SI2,63.9,56.0,4.27,4.24,2.72,473
8934,0.54,Very Good,H,SI1,61.0,57.0,5.22,5.27,3.2,1248
8935,1.11,Premium,F,SI2,62.1,58.0,6.63,6.51,4.1,4283
8936,0.9,Very Good,J,SI1,63.8,56.0,6.11,6.14,3.91,3061
8937,1.01,Ideal,F,VVS2,61.8,56.0,6.46,6.49,4.0,8532
8938,1.0,Ideal,G,VVS1,61.9,57.0,6.43,6.39,3.97,8366
8939,0.75,Very Good,F,SI1,63.4,58.0,5.75,5.79,3.66,2734
8940,1.05,Ideal,F,SI1,61.3,54.0,6.58,6.61,4.04,5842
8941,0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5,2239
8942,1.05,Ideal,D,SI2,62.1,56.0,6.48,6.54,4.04,5156
8943,1.18,Ideal,D,SI1,61.9,55.0,6.76,6.8,4.2,7087
8944,0.6,Ideal,E,SI1,62.3,55.0,5.45,5.4,3.38,2090
8945,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,521
8946,1.11,Premium,J,VS2,59.9,60.0,6.78,6.71,4.04,4315
8947,1.15,Ideal,G,VVS2,62.5,53.0,6.69,6.72,4.18,8592
8948,1.03,Ideal,G,SI2,61.8,55.0,6.46,6.51,4.01,4582
8949,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
8950,2.05,Ideal,H,SI2,60.4,58.0,8.21,8.27,4.98,15857
8951,0.31,Ideal,G,VVS2,62.5,53.0,4.37,4.4,2.74,677
8952,0.75,Very Good,F,SI2,59.8,56.0,5.85,5.92,3.52,2840
8953,1.5,Good,J,SI2,63.6,58.0,7.18,7.25,4.59,6306
8954,0.81,Very Good,G,SI2,62.7,56.0,5.91,5.96,3.72,2649
8955,1.2,Very Good,G,VS1,61.0,59.0,6.81,6.86,4.17,8577
8956,0.52,Ideal,E,VS2,62.6,57.0,5.09,5.17,3.21,1689
8957,0.9,Good,F,SI1,62.7,58.0,6.11,6.13,3.84,3780
8958,0.4,Very Good,J,VS1,63.2,57.0,4.73,4.7,2.98,810
8959,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859
8960,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71,462
8961,0.7,Premium,F,SI1,62.8,59.0,5.66,5.59,3.53,2348
8962,1.01,Premium,H,SI1,60.3,59.0,6.45,6.42,3.88,4191
8963,0.52,Ideal,D,VS1,62.2,56.0,5.16,5.13,3.2,2296
8964,0.35,Ideal,H,VVS2,62.5,57.0,4.48,4.54,2.82,706
8965,0.44,Ideal,F,VVS1,61.5,57.0,4.9,4.86,3.0,1319
8966,1.5,Good,G,I1,63.7,57.0,7.28,7.21,4.62,4140
8967,0.31,Good,I,SI1,63.3,53.0,4.3,4.32,2.73,408
8968,1.03,Ideal,J,SI1,62.1,55.0,6.46,6.51,4.03,4221
8969,0.79,Good,I,SI1,63.9,55.0,5.85,5.8,3.72,2095
8970,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,10814
8971,0.4,Very Good,G,SI1,61.0,56.0,4.77,4.8,2.92,711
8972,0.32,Good,F,VVS1,63.8,54.0,4.38,4.31,2.77,939
8973,0.72,Ideal,F,VS2,61.1,56.0,5.83,5.79,3.55,2607
8974,0.33,Ideal,G,VVS2,61.7,55.0,4.46,4.42,2.74,965
8975,1.07,Premium,F,SI2,61.8,58.0,6.51,6.57,4.04,4366
8976,0.59,Very Good,H,VS1,62.4,58.0,5.39,5.42,3.37,1561
8977,0.51,Ideal,G,VS1,62.7,54.0,5.1,5.08,3.19,1781
8978,1.53,Premium,J,VVS1,61.6,58.0,7.37,7.4,4.55,9155
8979,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3762
8980,0.8,Very Good,F,VS1,62.3,57.0,5.92,5.95,3.7,3720
8981,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,449
8982,1.0,Premium,G,VS2,63.0,59.0,6.45,6.32,4.02,5967
8983,0.3,Premium,H,IF,62.9,58.0,4.29,4.26,2.69,1013
8984,0.59,Fair,I,VS1,64.4,59.0,5.29,5.21,3.38,1229
8985,0.32,Good,I,SI2,63.1,58.0,4.34,4.41,2.76,374
8986,0.31,Premium,F,VS2,59.3,60.0,4.39,4.41,2.61,625
8987,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,1007
8988,1.24,Ideal,H,VS1,62.1,56.0,6.85,6.88,4.26,8299
8989,1.17,Ideal,H,SI2,61.4,56.0,6.83,6.76,4.17,5373
8990,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,886
8991,1.24,Premium,F,VS1,62.5,58.0,6.87,6.83,4.28,10033
8992,0.46,Very Good,J,VS1,62.5,58.0,4.87,4.92,3.06,874
8993,1.02,Ideal,E,VS1,62.2,54.0,6.43,6.46,4.01,8303
8994,1.02,Ideal,E,VS1,62.6,56.0,6.45,6.42,4.03,8545
8995,1.5,Premium,F,SI1,62.2,58.0,7.36,7.34,4.57,11613
8996,0.46,Premium,D,VVS1,60.0,59.0,5.0,5.04,3.01,1898
8997,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4814
8998,1.02,Very Good,E,VS2,63.3,57.0,6.37,6.43,4.05,6582
8999,0.72,Ideal,E,VS2,62.1,57.0,5.73,5.76,3.57,3235
9000,0.55,Ideal,H,SI2,61.4,55.0,5.27,5.29,3.24,959
9001,0.41,Very Good,G,VS2,60.5,56.0,4.81,4.85,2.92,834
9002,0.35,Premium,D,VS2,62.0,58.0,4.56,4.54,2.82,1063
9003,0.75,Ideal,D,VS1,62.0,58.0,5.77,5.84,3.6,4007
9004,0.75,Ideal,E,SI1,61.3,57.0,5.84,5.91,3.6,3053
9005,1.04,Premium,G,VS2,62.5,58.0,6.43,6.47,4.03,6177
9006,1.02,Very Good,H,VS2,62.4,57.0,6.35,6.4,3.98,5565
9007,0.3,Premium,H,SI2,60.2,62.0,4.37,4.34,2.62,410
9008,0.27,Very Good,E,VS1,60.2,58.0,4.19,4.22,2.53,470
9009,0.46,Very Good,F,VVS1,61.4,57.0,4.95,4.99,3.05,1657
9010,0.41,Ideal,F,IF,61.9,56.0,4.77,4.79,2.96,1439
9011,0.3,Premium,E,VS2,61.9,59.0,4.29,4.33,2.67,658
9012,0.34,Ideal,E,SI1,60.7,57.0,4.48,4.51,2.73,596
9013,1.51,Premium,I,SI2,59.7,59.0,7.48,7.46,4.46,7577
9014,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1814
9015,0.35,Fair,G,VS2,65.9,54.0,5.57,5.53,3.66,1415
9016,0.7,Premium,D,VS1,61.6,61.0,5.66,5.61,3.47,3001
9017,1.51,Good,H,SI1,61.5,61.0,7.29,7.34,4.5,10277
9018,0.32,Very Good,G,IF,61.8,55.0,4.39,4.45,2.73,954
9019,0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590
9020,0.51,Premium,E,SI1,61.8,58.0,5.15,5.11,3.17,1443
9021,1.02,Good,F,SI2,63.8,53.0,6.37,6.46,4.09,4162
9022,0.9,Fair,H,SI1,66.8,55.0,5.98,5.9,3.97,3145
9023,1.02,Premium,F,VS1,62.8,58.0,6.44,6.4,4.03,7677
9024,0.3,Ideal,F,VVS1,62.0,58.0,4.26,4.29,2.65,814
9025,1.02,Ideal,G,VS1,62.0,55.0,6.4,6.53,4.01,6968
9026,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,18682
9027,0.71,Ideal,F,SI2,62.1,54.0,5.73,5.76,3.57,2365
9028,1.57,Premium,J,VS1,61.3,59.0,7.47,7.44,4.57,8752
9029,2.01,Premium,J,VS1,60.2,61.0,8.23,8.16,4.93,12963
9030,0.9,Ideal,J,VS1,61.6,55.0,6.24,6.27,3.85,3587
9031,1.21,Premium,H,IF,62.2,58.0,6.8,6.83,4.24,8294
9032,2.04,Premium,I,SI1,58.8,60.0,8.42,8.32,4.92,14775
9033,0.87,Very Good,H,SI1,62.2,57.0,6.05,6.11,3.78,3180
9034,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5998
9035,2.07,Ideal,J,VVS2,62.7,54.0,8.12,8.17,5.11,16617
9036,1.11,Ideal,G,VS2,61.2,56.0,6.68,6.65,4.08,6982
9037,0.51,Good,D,SI1,58.7,58.0,5.21,5.25,3.07,1363
9038,0.37,Premium,E,VVS2,59.6,60.0,4.75,4.68,2.81,971
9039,0.38,Ideal,E,VVS1,61.5,56.0,4.67,4.7,2.88,1154
9040,0.4,Ideal,D,VVS2,61.2,56.0,4.76,4.78,2.92,1693
9041,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
9042,1.5,Very Good,I,VVS2,59.7,60.0,7.46,7.62,4.5,10551
9043,0.55,Good,F,VS1,59.5,62.0,5.3,5.35,3.17,1682
9044,0.51,Very Good,F,SI1,61.7,55.0,5.14,5.16,3.18,1320
9045,0.51,Very Good,E,SI1,59.4,57.0,5.2,5.24,3.1,1284
9046,1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96,10773
9047,0.73,Premium,G,SI1,62.0,58.0,5.75,5.8,3.58,2163
9048,0.53,Premium,D,VS1,61.3,58.0,5.2,5.18,3.18,2743
9049,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1041
9050,1.52,Premium,E,SI2,60.8,60.0,7.42,7.36,4.49,9193
9051,1.52,Premium,G,VS2,62.8,60.0,7.26,7.22,4.55,13768
9052,0.26,Very Good,G,VVS1,61.6,56.0,4.14,4.17,2.55,545
9053,1.05,Premium,H,SI1,61.9,58.0,6.45,6.5,4.01,4608
9054,1.0,Premium,H,SI2,61.3,58.0,6.45,6.41,3.94,3920
9055,1.07,Premium,H,VS2,62.1,59.0,6.56,6.52,4.06,5424
9056,1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,6300
9057,0.41,Premium,D,SI1,62.1,59.0,4.76,4.74,2.95,1015
9058,0.9,Good,F,SI2,61.9,59.0,6.09,6.12,3.78,4013
9059,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6,6394
9060,1.0,Premium,E,SI1,61.0,61.0,6.45,6.4,3.92,4805
9061,0.9,Ideal,H,VS1,62.0,56.0,6.22,6.19,3.85,4234
9062,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3405
9063,1.71,Ideal,I,VS2,60.5,56.0,7.73,7.71,4.67,11559
9064,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2282
9065,0.42,Ideal,H,VVS2,61.9,55.0,4.83,4.86,3.0,1102
9066,1.0,Fair,F,SI2,65.1,55.0,6.26,6.23,4.07,3265
9067,1.0,Fair,F,SI2,65.1,60.0,6.19,6.1,4.0,3740
9068,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8096
9069,0.5,Ideal,E,VS2,60.5,56.0,5.18,5.16,3.13,2100
9070,2.68,Very Good,I,I1,63.5,56.0,8.81,8.77,5.58,9665
9071,0.41,Very Good,G,VVS2,63.3,59.0,4.69,4.71,2.97,1051
9072,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,17095
9073,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,538
9074,0.3,Good,H,SI1,63.7,57.0,4.28,4.26,2.72,554
9075,1.03,Premium,G,VVS2,60.4,59.0,6.58,6.56,3.97,7729
9076,2.05,Very Good,H,VS2,63.5,62.0,8.05,7.91,5.07,15701
9077,0.7,Premium,E,SI1,61.1,60.0,5.69,5.56,3.44,1971
9078,0.92,Very Good,F,VS1,61.0,60.0,6.25,6.27,3.82,5006
9079,1.02,Good,F,VS1,57.9,59.0,6.64,6.59,3.83,7197
9080,0.53,Ideal,D,VS1,61.6,56.0,5.23,5.19,3.21,2340
9081,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822
9082,0.83,Ideal,F,VS2,62.3,56.0,5.99,6.02,3.74,4417
9083,0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,700
9084,0.31,Good,D,SI1,63.5,55.0,4.27,4.3,2.72,571
9085,1.5,Good,G,VS1,63.8,59.0,7.16,7.22,4.59,11524
9086,1.73,Premium,G,VVS2,62.6,55.0,7.76,7.66,4.83,18377
9087,1.01,Very Good,G,SI2,63.3,56.0,6.26,6.33,3.99,4228
9088,0.71,Good,F,SI1,63.7,58.0,5.65,5.62,3.59,2308
9089,1.01,Very Good,E,VS1,62.0,57.0,6.46,6.38,3.98,6996
9090,0.84,Ideal,D,SI2,61.8,56.0,6.04,6.06,3.74,3246
9091,1.58,Premium,I,I1,60.2,61.0,7.55,7.51,4.53,4459
9092,1.01,Very Good,D,SI2,61.4,60.0,6.33,6.38,3.9,4564
9093,0.73,Premium,E,SI2,60.6,59.0,5.85,5.8,3.53,2335
9094,0.24,Very Good,D,VS1,62.9,56.0,3.96,3.99,2.5,419
9095,1.25,Premium,G,VVS1,62.0,58.0,6.96,6.87,4.29,7389
9096,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2243
9097,0.59,Ideal,D,SI1,61.3,59.0,5.36,5.4,3.3,1793
9098,1.07,Very Good,I,VS2,62.5,56.0,6.5,6.53,4.07,4873
9099,0.32,Ideal,G,IF,60.5,57.0,4.42,4.44,2.68,954
9100,0.79,Fair,G,SI1,65.3,76.0,5.52,5.13,3.35,2362
