,carat,cut,color,clarity,depth,table,x,y,z,price
6810,0.3,Very Good,D,VS1,62.2,58.0,4.25,4.27,2.65,742
6811,1.34,Ideal,G,VVS2,62.0,55.0,7.02,7.08,4.37,11955
6812,1.19,Very Good,E,SI1,58.0,63.0,6.9,6.97,4.02,5956
6813,1.03,Ideal,G,SI1,60.5,55.0,6.59,6.54,3.97,5445
6814,0.91,Good,G,SI2,63.6,59.0,6.11,6.15,3.9,3340
6815,0.74,Premium,F,SI1,58.8,61.0,5.88,5.82,3.44,2042
6816,0.7,Very Good,D,SI1,62.3,58.0,5.69,5.73,3.56,2804
6817,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,669
6818,1.2,Premium,D,SI2,61.4,60.0,6.85,6.79,4.19,5947
6819,0.32,Ideal,H,IF,62.1,54.0,4.41,4.45,2.75,814
6820,1.01,Premium,F,SI1,60.3,58.0,6.53,6.61,3.96,4829
6821,0.72,Ideal,F,SI2,61.8,57.0,5.75,5.78,3.56,2456
6822,0.63,Very Good,G,VVS2,62.3,55.0,5.5,5.54,3.44,2481
6823,0.7,Ideal,F,VVS2,61.2,56.0,5.73,5.78,3.52,4114
6824,1.01,Premium,G,VS1,62.0,58.0,6.44,6.4,3.98,6441
6825,0.3,Ideal,G,IF,60.9,57.0,4.35,4.39,2.66,863
6826,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,1016
6827,0.38,Premium,G,VS2,59.3,59.0,4.71,4.74,2.8,766
6828,1.01,Fair,E,SI2,64.6,59.0,6.22,6.18,4.01,3294
6829,0.38,Ideal,E,VS2,61.5,54.0,4.67,4.69,2.88,968
6830,1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809
6831,1.02,Premium,G,VS2,62.5,58.0,6.46,6.41,4.02,6416
6832,1.01,Premium,I,SI2,59.4,57.0,6.59,6.57,3.91,3971
6833,0.7,Very Good,D,SI1,63.4,58.0,5.63,5.66,3.58,2734
6834,1.03,Ideal,D,SI1,61.9,57.0,6.52,6.54,4.04,6250
6835,1.71,Premium,G,SI2,60.9,58.0,7.72,7.68,4.69,11351
6836,0.52,Ideal,E,VS2,61.5,56.0,5.14,5.17,3.17,1644
6837,0.31,Very Good,E,SI1,63.5,55.0,4.35,4.31,2.75,698
6838,0.23,Very Good,E,VVS2,61.9,60.0,3.93,3.96,2.44,505
6839,0.7,Fair,H,VS2,65.0,56.0,5.6,5.5,3.61,2268
6840,0.71,Ideal,E,VS1,61.4,59.0,5.71,5.75,3.52,3198
6841,1.51,Ideal,J,VS1,61.8,59.0,7.36,7.39,4.56,8678
6842,1.02,Very Good,F,SI2,60.4,60.0,6.49,6.53,3.93,4162
6843,0.46,Premium,I,SI2,60.3,62.0,4.95,4.9,2.97,880
6844,0.55,Ideal,J,VS1,62.3,56.0,5.26,5.24,3.27,1550
6845,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,596
6846,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
6847,1.04,Ideal,F,VVS2,61.6,57.0,6.47,6.51,4.0,10804
6848,2.01,Very Good,F,SI2,62.0,54.0,8.03,8.12,5.01,17005
6849,0.9,Very Good,F,SI2,61.3,60.0,6.18,6.22,3.8,3468
6850,0.24,Very Good,G,VVS2,62.0,57.0,4.0,4.03,2.49,449
6851,0.69,Very Good,F,VVS2,61.5,60.0,5.64,5.67,3.48,2993
6852,0.36,Ideal,H,SI1,61.5,57.0,4.57,4.6,2.82,505
6853,0.41,Very Good,G,VS2,59.8,61.0,4.78,4.82,2.87,827
6854,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,2947
6855,1.51,Good,G,I1,64.0,59.0,7.29,7.17,4.63,3497
6856,0.4,Ideal,E,VVS2,61.7,56.0,4.77,4.73,2.93,1238
6857,0.6,Premium,D,SI2,61.4,56.0,5.43,5.41,3.33,1385
6858,0.96,Fair,H,I1,60.1,62.0,6.21,6.0,3.68,1808
6859,0.51,Very Good,F,IF,59.4,60.0,5.18,5.23,3.09,2304
6860,0.24,Very Good,F,VVS1,59.2,59.0,4.04,4.07,2.4,552
6861,1.14,Premium,I,SI1,60.1,60.0,6.81,6.76,4.08,4788
6862,0.73,Premium,D,VS1,60.0,58.0,5.86,5.9,3.53,3620
6863,0.93,Very Good,G,SI2,62.9,56.0,6.2,6.23,3.91,4163
6864,0.31,Very Good,F,VS2,58.3,61.0,4.44,4.48,2.6,583
6865,0.91,Good,E,VS2,56.3,64.0,6.37,6.42,3.6,4823
6866,0.36,Very Good,I,VVS2,59.7,55.0,4.65,4.69,2.79,571
6867,0.41,Ideal,D,VS2,61.6,55.0,4.77,4.74,2.93,1076
6868,1.32,Very Good,I,VS1,63.5,58.0,6.89,6.94,4.39,6793
6869,0.32,Ideal,D,VVS2,61.2,56.0,4.39,4.43,2.7,803
6870,1.0,Ideal,G,SI1,61.6,55.0,6.51,6.41,3.98,4956
6871,1.51,Very Good,J,SI2,61.9,59.0,7.26,7.31,4.51,6546
6872,2.0,Ideal,H,SI1,65.0,61.0,7.9,7.79,5.11,18604
6873,1.0,Ideal,D,SI2,62.7,58.0,6.34,6.39,3.99,5246
6874,0.3,Very Good,F,VVS2,62.4,58.0,4.25,4.28,2.66,737
6875,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885
6876,1.51,Premium,D,VS2,61.7,58.0,7.33,7.29,4.51,15531
6877,1.02,Ideal,G,VVS2,61.1,57.0,6.51,6.48,3.97,8042
6878,1.25,Very Good,I,SI1,62.1,58.0,6.86,6.9,4.27,5699
6879,0.51,Ideal,H,SI1,62.1,54.0,5.13,5.15,3.19,1161
6880,0.7,Premium,D,VS1,62.5,60.0,5.67,5.62,3.53,3410
6881,0.53,Ideal,G,VS1,62.1,57.0,5.16,5.18,3.21,1721
6882,1.73,Very Good,I,VS1,63.4,58.0,7.57,7.6,4.81,11843
6883,0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56,2218
6884,0.51,Ideal,E,SI1,62.5,56.0,5.07,5.1,3.18,1343
6885,1.31,Premium,D,VVS1,62.8,55.0,7.01,6.95,4.38,17496
6886,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
6887,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,2608
6888,1.23,Ideal,E,SI2,61.2,55.0,6.92,7.01,4.26,6288
6889,0.4,Very Good,F,VVS1,63.3,57.0,4.7,4.68,2.97,1224
6890,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1333
6891,0.51,Ideal,F,SI1,61.3,56.0,5.19,5.16,3.17,1406
6892,1.0,Very Good,F,SI1,60.3,61.0,6.38,6.43,3.86,4620
6893,0.58,Ideal,I,VS2,62.0,54.0,5.35,5.39,3.33,1279
6894,0.98,Premium,E,SI2,61.7,61.0,6.38,6.34,3.93,4478
6895,0.37,Very Good,G,SI2,63.4,57.0,4.57,4.55,2.89,624
6896,1.5,Ideal,H,VS1,61.2,56.0,7.39,7.4,4.52,12055
6897,1.5,Good,H,VS1,64.2,56.0,7.3,7.09,4.62,8749
6898,0.28,Ideal,H,VVS2,61.2,55.0,4.18,4.22,2.57,514
6899,0.41,Ideal,H,SI1,62.8,56.0,4.77,4.72,2.98,876
6900,0.3,Ideal,D,VS2,61.5,58.0,4.27,4.31,2.64,670
6901,1.2,Very Good,D,SI1,62.4,58.0,6.75,6.78,4.23,7646
6902,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7755
6903,0.4,Ideal,E,VS1,61.7,55.0,4.73,4.76,2.93,1053
6904,0.35,Ideal,G,VVS1,61.0,56.0,4.56,4.59,2.79,1028
6905,1.27,Ideal,G,VS2,62.8,54.0,6.92,6.87,4.33,8705
6906,2.0,Very Good,J,SI1,63.3,59.0,7.95,7.89,5.01,11189
6907,0.29,Ideal,G,IF,61.3,55.0,4.25,4.28,2.61,673
6908,1.0,Very Good,F,VVS2,61.1,55.0,6.49,6.51,3.97,8227
6909,1.2,Premium,E,VVS2,62.3,59.0,6.83,6.79,4.24,12787
6910,1.05,Ideal,J,SI2,61.3,56.0,6.56,6.59,4.03,4364
6911,0.5,Good,F,VS2,63.6,58.0,5.02,5.05,3.2,1333
6912,0.54,Ideal,D,VS2,61.1,56.0,5.25,5.29,3.22,1892
6913,0.35,Premium,H,VS1,62.6,58.0,4.52,4.49,2.82,788
6914,0.4,Ideal,J,IF,62.5,56.0,4.7,4.74,2.95,758
6915,1.02,Premium,I,SI1,61.7,58.0,6.48,6.45,3.99,4113
6916,0.33,Ideal,F,VVS2,61.3,56.0,4.46,4.44,2.73,1040
6917,0.35,Premium,D,SI2,60.8,58.0,4.57,4.51,2.76,669
6918,1.09,Ideal,D,SI2,62.1,56.0,6.59,6.56,4.08,5258
6919,0.34,Ideal,F,VVS1,61.4,55.0,4.53,4.56,2.79,906
6920,0.7,Very Good,E,VS2,62.9,57.0,5.66,5.69,3.57,2793
6921,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,2311
6922,1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,7996
6923,1.02,Ideal,G,VS1,62.2,57.0,6.43,6.47,4.01,6563
6924,0.33,Very Good,G,VS2,62.6,58.0,4.36,4.4,2.74,579
6925,0.3,Ideal,D,SI1,61.0,54.0,4.34,4.35,2.65,552
6926,0.76,Ideal,E,SI1,60.6,57.0,5.91,5.93,3.59,2961
6927,0.4,Ideal,G,VS2,60.5,57.0,4.74,4.8,2.89,1003
6928,1.51,Ideal,H,SI1,62.4,57.0,7.3,7.34,4.57,9569
6929,1.1,Very Good,H,SI2,62.9,58.0,6.53,6.56,4.12,4422
6930,1.51,Fair,F,SI2,65.4,56.0,7.2,7.08,4.67,5919
6931,1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24,6381
6932,0.72,Premium,J,VVS1,61.4,61.0,5.77,5.7,3.52,2203
6933,2.01,Premium,H,SI2,62.2,61.0,8.08,8.04,5.01,15673
6934,0.61,Very Good,E,IF,61.7,58.0,5.39,5.47,3.35,3337
6935,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,9077
6936,0.9,Premium,D,SI1,63.0,56.0,6.14,6.09,3.85,4735
6937,1.34,Ideal,H,SI1,62.4,54.0,7.05,7.08,4.41,7659
6938,0.71,Premium,F,SI2,60.6,58.0,5.77,5.72,3.48,2363
6939,0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911
6940,0.31,Premium,E,VS2,60.6,59.0,4.36,4.39,2.65,680
6941,0.3,Premium,D,SI1,62.5,59.0,4.28,4.26,2.67,709
6942,1.35,Premium,F,VS2,61.9,58.0,7.06,7.02,4.36,10962
6943,0.28,Very Good,D,VS1,62.2,61.0,4.13,4.16,2.58,452
6944,0.71,Premium,I,VS1,61.9,58.0,5.76,5.71,3.55,2104
6945,0.3,Very Good,G,VS2,61.7,56.0,4.32,4.35,2.67,541
6946,0.55,Very Good,D,VS1,59.5,56.0,5.35,5.38,3.19,2251
6947,1.04,Premium,D,VVS2,61.1,60.0,6.54,6.51,3.99,10984
6948,0.34,Ideal,G,VVS2,62.1,55.0,4.44,4.48,2.77,775
6949,0.3,Premium,J,VS1,62.6,60.0,4.22,4.28,2.66,394
6950,1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,5718
6951,1.13,Ideal,I,SI1,61.9,57.0,6.68,6.66,4.13,5149
6952,0.41,Ideal,F,VS1,61.7,56.0,4.76,4.79,2.94,1180
6953,0.41,Ideal,E,VVS1,61.3,57.0,4.77,4.79,2.93,1367
6954,0.7,Very Good,H,SI1,62.6,57.0,5.64,5.7,3.55,1830
6955,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2106
6956,0.4,Ideal,E,VVS1,61.7,55.0,4.76,4.74,2.93,1824
6957,0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,3389
6958,0.51,Ideal,E,SI1,61.5,54.0,5.15,5.19,3.18,1356
6959,1.71,Ideal,H,VS2,61.9,57.0,7.67,7.61,4.73,9618
6960,0.33,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,579
6961,0.33,Premium,G,VS2,61.1,59.0,4.47,4.43,2.72,743
6962,0.54,Ideal,F,SI2,61.1,56.0,5.26,5.22,3.2,1240
6963,0.43,Ideal,G,VS1,61.2,57.0,4.88,4.83,2.97,941
6964,0.55,Ideal,G,VS2,62.4,56.0,5.25,5.23,3.27,1556
6965,0.4,Very Good,J,VS2,62.9,57.0,4.7,4.75,2.97,596
6966,0.3,Very Good,D,SI1,62.1,58.0,4.25,4.28,2.65,552
6967,1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0,4370
6968,1.01,Good,E,SI2,63.7,55.0,6.38,6.31,4.05,4118
6969,2.05,Premium,J,VS1,60.1,58.0,8.19,8.25,4.94,14411
6970,0.36,Ideal,G,VVS2,61.8,54.0,4.59,4.61,2.84,794
6971,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5407
6972,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482
6973,1.76,Premium,D,SI2,59.6,58.0,7.9,7.86,4.7,13867
6974,0.74,Ideal,G,SI1,60.6,55.0,5.87,5.93,3.57,3130
6975,0.32,Ideal,I,VVS1,62.5,55.0,4.4,4.37,2.74,756
6976,0.3,Ideal,E,SI1,62.9,57.0,4.32,4.27,2.7,675
6977,0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,1846
6978,0.71,Premium,D,VS2,61.2,59.0,5.69,5.74,3.5,2874
6979,0.44,Premium,I,VVS1,61.5,58.0,4.87,4.95,3.02,926
6980,0.91,Good,G,VS1,64.1,59.0,6.1,6.13,3.92,4150
6981,0.7,Very Good,E,SI1,61.8,59.0,5.63,5.69,3.5,2923
6982,0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230
6983,0.31,Very Good,H,VS1,61.4,56.0,4.37,4.39,2.69,544
6984,1.01,Very Good,F,SI1,63.2,56.0,6.32,6.37,4.01,5107
6985,1.1,Ideal,E,SI2,61.6,57.0,6.68,6.64,4.1,4829
6986,2.02,Premium,G,SI2,63.0,59.0,8.05,7.95,5.03,15014
6987,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2870
6988,1.51,Premium,E,VS2,62.6,60.0,7.28,7.22,4.54,14844
6989,1.71,Good,E,SI1,63.8,58.0,7.54,7.48,4.79,12224
6990,0.42,Ideal,F,VS1,62.3,55.0,4.77,4.79,2.98,1031
6991,0.34,Ideal,E,VS1,61.2,57.0,4.51,4.45,2.74,1033
6992,1.0,Good,G,VS2,58.6,65.0,6.61,6.53,3.85,5242
6993,2.11,Premium,G,SI2,62.2,58.0,8.19,8.23,5.11,13598
6994,1.04,Very Good,I,SI1,64.1,57.0,6.35,6.38,4.08,4190
6995,0.51,Ideal,F,VS1,61.3,54.0,5.23,5.12,3.17,1836
6996,0.57,Premium,H,VVS1,61.6,58.0,5.39,5.35,3.31,2172
6997,0.72,Ideal,E,SI1,61.0,56.0,5.82,5.85,3.56,2976
6998,1.23,Premium,E,VS2,58.9,59.0,7.05,6.98,4.13,9361
6999,0.25,Very Good,F,VVS1,62.9,55.0,4.04,4.06,2.55,633
7000,1.04,Ideal,F,SI1,61.2,56.0,6.54,6.6,4.02,5145
7001,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,10053
7002,0.35,Ideal,E,SI2,61.4,56.0,4.51,4.55,2.78,491
7003,1.54,Very Good,F,SI1,58.8,60.0,7.54,7.59,4.45,11650
7004,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,982
7005,0.3,Ideal,F,VVS1,61.8,54.0,4.34,4.36,2.69,857
7006,0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,4852
7007,0.7,Premium,G,SI1,61.8,59.0,5.68,5.59,3.48,2184
7008,1.51,Very Good,H,VS2,60.9,54.0,7.38,7.41,4.5,11077
7009,0.9,Premium,G,SI2,61.3,55.0,6.18,6.12,3.77,3226
7010,3.0,Fair,H,I1,67.1,57.0,8.93,8.84,5.97,8044
7011,0.54,Ideal,F,SI2,61.2,56.0,5.27,5.28,3.23,1162
7012,0.32,Ideal,F,VVS2,61.3,56.0,4.42,4.45,2.72,1002
7013,1.07,Premium,H,SI1,59.2,61.0,6.67,6.65,3.94,5237
7014,1.01,Good,F,SI1,63.3,58.0,6.31,6.4,4.02,4479
7015,0.5,Ideal,F,VVS2,62.0,53.6,5.09,5.13,3.18,2025
7016,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56,2322
7017,0.93,Good,G,VS1,63.8,59.0,6.15,6.21,3.94,4503
7018,2.0,Premium,I,VS2,59.5,62.0,8.21,8.13,4.86,15651
7019,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,895
7020,2.03,Ideal,I,SI2,60.8,59.0,8.12,8.2,4.96,13398
7021,0.72,Very Good,F,VS1,62.1,59.0,5.69,5.74,3.55,3059
7022,0.3,Ideal,H,VVS1,62.0,55.0,4.3,4.34,2.68,684
7023,0.9,Good,J,VVS2,57.4,61.0,6.42,6.37,3.67,3193
7024,1.2,Ideal,I,VS1,59.3,57.0,6.95,7.04,4.15,5765
7025,0.31,Premium,F,IF,61.5,58.0,4.33,4.35,2.67,979
7026,0.68,Ideal,E,VS1,61.3,55.0,5.67,5.71,3.49,3243
7027,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,506
7028,1.01,Ideal,H,SI2,59.1,59.0,6.58,6.61,3.9,5828
7029,1.01,Ideal,G,VS1,62.7,56.0,6.4,6.35,4.0,6951
7030,0.32,Good,E,VVS1,59.4,61.0,4.45,4.48,2.65,801
7031,0.3,Ideal,H,VS2,61.4,55.0,4.34,4.36,2.67,491
7032,1.02,Good,H,VS1,59.8,63.0,6.54,6.61,3.93,5598
7033,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4285
7034,0.34,Premium,G,VS2,60.3,54.0,4.56,4.53,2.74,765
7035,2.11,Very Good,I,SI1,62.4,53.0,8.17,8.27,5.13,14740
7036,1.51,Ideal,G,VVS2,61.8,57.0,7.31,7.36,4.53,14982
7037,0.9,Good,E,SI2,61.6,61.0,6.12,6.16,3.78,3595
7038,0.3,Good,G,VVS2,63.5,54.0,4.25,4.26,2.7,684
7039,0.73,Ideal,E,SI1,60.6,54.0,5.84,5.89,3.55,2803
7040,1.51,Premium,G,VS1,62.5,58.0,7.27,7.23,4.53,13811
7041,0.31,Premium,G,SI1,61.4,58.0,4.35,4.31,2.66,593
7042,0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,3670
7043,0.41,Ideal,G,IF,61.0,57.0,4.81,4.79,2.93,1431
7044,0.4,Premium,F,SI1,62.5,59.0,4.71,4.67,2.93,945
7045,0.39,Premium,E,VVS1,60.7,58.0,4.69,4.73,2.86,1300
7046,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,756
7047,0.71,Very Good,F,VS2,60.6,58.0,5.74,5.81,3.5,2697
7048,0.24,Very Good,F,VVS1,59.4,60.0,4.04,4.08,2.41,478
7049,0.51,Premium,G,VVS1,62.4,58.0,5.09,5.13,3.19,1925
7050,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,391
7051,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
7052,0.71,Ideal,E,SI1,60.3,57.0,5.77,5.81,3.49,2590
7053,0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72,4130
7054,1.0,Good,D,SI1,64.2,60.0,6.22,6.28,4.01,5093
7055,0.42,Premium,D,SI1,60.8,59.0,4.85,4.82,2.94,1040
7056,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,561
7057,0.33,Ideal,E,VVS2,61.7,57.0,4.44,4.41,2.73,1114
7058,1.1,Ideal,G,VS1,61.9,55.0,6.59,6.63,4.09,7528
7059,0.59,Very Good,D,VS2,62.9,56.7,5.37,5.39,3.38,2200
7060,0.35,Very Good,D,SI1,63.0,57.0,4.46,4.52,2.83,644
7061,0.7,Ideal,I,VVS2,61.8,56.0,5.69,5.75,3.54,2530
7062,0.43,Ideal,E,SI1,62.9,56.0,4.83,4.8,3.03,1016
7063,0.3,Premium,G,VS1,62.8,58.0,4.28,4.26,2.68,776
7064,0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27,1847
7065,0.76,Ideal,J,VS2,61.8,54.0,5.87,5.91,3.64,2026
7066,1.51,Very Good,H,VS2,63.2,57.0,7.18,7.32,4.58,10950
7067,1.01,Ideal,G,VS2,61.4,57.0,6.44,6.5,3.97,7179
7068,1.08,Ideal,H,VVS1,61.8,57.0,6.55,6.59,4.06,9041
7069,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5277
7070,0.26,Very Good,E,VS2,60.4,58.0,4.15,4.19,2.52,452
7071,1.21,Good,G,VS1,63.7,57.0,6.73,6.67,4.27,6025
7072,1.06,Ideal,H,VS2,62.3,53.0,6.58,6.56,4.09,6619
7073,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
7074,0.54,Ideal,D,SI1,60.7,56.0,5.27,5.3,3.21,1662
7075,1.02,Ideal,F,SI1,62.3,56.0,6.41,6.44,4.0,5773
7076,0.32,Very Good,I,VS2,62.9,57.0,4.37,4.4,2.76,449
7077,0.83,Ideal,G,VS1,62.1,57.0,5.99,6.03,3.73,4181
7078,2.18,Very Good,F,SI2,63.4,60.0,8.2,8.17,5.19,12099
7079,1.71,Good,J,SI2,63.9,59.0,7.55,7.47,4.8,7508
7080,1.07,Ideal,H,SI2,61.8,56.0,6.58,6.63,4.08,4442
7081,0.9,Good,D,SI2,63.6,57.0,6.07,6.03,3.85,3740
7082,0.3,Ideal,G,SI1,61.4,57.0,4.28,4.32,2.64,477
7083,2.51,Premium,J,SI1,59.6,60.0,8.84,8.79,5.25,17452
7084,0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
7085,1.01,Good,F,SI1,63.7,57.0,6.35,6.4,4.06,4899
7086,0.55,Very Good,I,VS2,58.5,62.2,5.39,5.4,3.16,1235
7087,0.33,Ideal,G,VVS1,61.7,55.0,4.44,4.48,2.75,838
7088,0.77,Ideal,G,VS2,62.1,56.0,5.84,5.88,3.64,3544
7089,0.31,Ideal,H,VVS1,62.0,54.2,4.35,4.39,2.71,660
7090,1.01,Ideal,F,VS1,60.9,57.0,6.52,6.49,3.96,8077
7091,0.31,Very Good,F,SI1,60.7,58.0,4.35,4.38,2.65,516
7092,0.31,Ideal,E,IF,62.5,56.0,4.34,4.37,2.72,1214
7093,0.59,Ideal,F,SI1,62.0,57.0,5.41,5.34,3.33,1561
7094,1.12,Ideal,G,VS1,61.6,55.0,6.69,6.72,4.13,7716
7095,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,449
7096,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3033
7097,0.7,Ideal,D,VVS2,61.1,55.0,5.75,5.78,3.52,5539
7098,0.54,Very Good,G,SI2,59.5,60.0,5.27,5.31,3.15,1083
7099,0.44,Premium,E,VS2,60.4,58.0,4.87,4.93,2.96,1003
7100,0.31,Premium,F,SI1,60.5,60.0,4.39,4.37,2.65,663
7101,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1244
7102,0.33,Premium,G,VS2,61.4,60.0,4.41,4.45,2.72,579
7103,0.75,Ideal,J,VS1,62.9,57.0,5.74,5.81,3.63,2300
7104,0.83,Good,F,SI2,57.5,61.0,6.22,6.17,3.56,2358
7105,1.08,Good,D,SI1,63.8,59.0,6.47,6.39,4.1,5927
7106,1.24,Premium,F,VS1,62.5,58.0,6.87,6.83,4.28,10033
7107,0.33,Ideal,D,SI2,62.9,56.0,4.43,4.41,2.78,631
7108,0.32,Premium,F,VVS2,62.2,59.0,4.41,4.34,2.72,806
7109,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002
7110,0.31,Ideal,E,VVS2,60.4,61.0,4.37,4.44,2.66,710
7111,1.4,Premium,F,SI2,59.9,60.0,7.38,7.29,4.39,7479
7112,0.91,Fair,F,SI2,64.9,56.0,6.08,6.05,3.94,3210
7113,0.76,Premium,H,SI1,59.8,57.0,5.93,5.91,3.54,2227
7114,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15486
7115,0.31,Ideal,F,VS1,61.5,54.0,4.36,4.39,2.69,642
7116,1.51,Very Good,D,SI2,61.7,59.0,7.28,7.35,4.51,10546
7117,1.08,Premium,E,SI2,60.2,58.0,6.68,6.61,4.0,4742
7118,0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,1869
7119,0.71,Premium,D,VS2,60.3,62.0,5.76,5.69,3.45,3077
7120,1.28,Good,I,VS2,58.2,64.0,7.09,7.03,4.11,5319
7121,2.06,Ideal,J,SI2,61.9,55.0,8.23,8.19,5.08,11337
7122,0.56,Very Good,F,SI1,62.9,56.0,5.25,5.27,3.31,1436
7123,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72,864
7124,1.13,Ideal,G,VVS2,62.3,57.0,6.62,6.66,4.14,9333
7125,1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934
7126,2.4,Very Good,I,SI2,60.6,58.5,8.59,8.67,5.24,17955
7127,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,12787
7128,0.3,Ideal,D,VS2,62.4,55.0,4.3,4.32,2.69,616
7129,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
7130,0.31,Premium,H,VS1,59.7,58.0,4.43,4.41,2.64,698
7131,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2668
7132,0.5,Very Good,F,IF,59.7,60.0,5.18,5.24,3.11,2219
7133,0.33,Ideal,E,VS2,62.1,56.0,4.46,4.43,2.76,928
7134,1.02,Premium,F,VS2,61.3,58.0,6.42,6.54,3.97,6479
7135,2.06,Ideal,D,SI2,60.3,56.0,8.29,8.25,4.99,18371
7136,1.55,Ideal,I,VS2,62.6,56.0,7.35,7.41,4.62,8831
7137,1.11,Ideal,G,SI2,60.7,59.0,6.72,6.76,4.09,5231
7138,0.51,Premium,D,SI1,62.2,58.0,5.13,5.06,3.17,1619
7139,0.54,Ideal,H,SI2,61.6,56.0,5.25,5.28,3.24,1073
7140,1.07,Ideal,G,VS1,62.1,54.0,6.56,6.59,4.08,7485
7141,1.01,Premium,H,SI1,62.8,58.0,6.38,6.36,4.0,4642
7142,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3853
7143,0.8,Very Good,F,VS1,63.6,57.0,5.82,5.91,3.73,3559
7144,0.7,Very Good,E,VVS1,60.9,59.0,5.67,5.81,3.5,3724
7145,0.4,Ideal,I,IF,62.4,56.0,4.7,4.73,2.94,982
7146,2.01,Premium,G,SI2,59.4,62.0,8.27,8.22,4.9,14939
7147,1.01,Premium,H,SI1,60.7,58.0,6.49,6.45,3.93,4771
7148,0.32,Premium,F,VS2,61.0,61.0,4.41,4.38,2.68,828
7149,1.12,Premium,G,SI1,60.1,58.0,6.78,6.83,4.09,5233
7150,0.38,Ideal,I,VS1,61.9,54.1,4.64,4.71,2.89,703
7151,0.32,Ideal,I,VS2,62.0,53.0,4.42,4.45,2.75,466
7152,0.34,Ideal,E,VVS1,61.0,57.0,4.53,4.55,2.77,946
7153,0.6,Very Good,F,VVS1,61.2,58.0,5.42,5.46,3.33,3333
7154,1.03,Ideal,H,SI2,62.4,57.0,6.43,6.36,4.0,3172
